,street_add,city,state,zip,l1_ports,l2_ports,l3_ports,sum_ports,ev_network,longitude,latitude,ev_sockets,geometry,vehicle
954,386 Hanson Ranch Rd,Vail,CO,81657,0,2,0,2,Tesla Destination,-106.371498,39.640059,3,POINT (-106.371498 39.640059),
955,3870 21st Street 2205 Norwood Avenue,Boulder,CO,80304,0,2,0,2,ChargePoint Network,-105.268789,40.045149,1,POINT (-105.268789 40.045149),
956,3870 Byrd Dr,Loveland,CO,80538,0,1,0,1,ChargePoint Network,-104.99485,40.43158,1,POINT (-104.99485 40.43158),
957,3870 Byrd Dr,Loveland,CO,80538,0,1,0,1,ChargePoint Network,-104.994852,40.431136,1,POINT (-104.994852 40.431136),
958,38700 Highway 82,Aspen,CO,81611,0,2,0,2,ChargePoint Network,-106.860668,39.207615,1,POINT (-106.860668 39.207615),
959,38700 Highway 82,Aspen,CO,81611,0,2,0,2,ChargePoint Network,-106.86073,39.207605,1,POINT (-106.86073 39.207605),
960,38700 Highway 82,Aspen,CO,81611,0,2,0,2,ChargePoint Network,-106.860778,39.207574,1,POINT (-106.860778 39.207574),
961,38750 Highway 82,Aspen,CO,81611,0,0,8,8,Tesla,-106.858507,39.204837,3,POINT (-106.858507 39.204837),
962,388 S Grand Mesa Dr,Cedaredge,CO,81413,0,2,0,2,Non-Networked,-107.925984,38.897145,1,POINT (-107.925984 38.897145),
963,3890 CO-82,Glenwood Springs,CO,81601,0,2,0,2,ChargePoint Network,-107.302417,39.503,1,POINT (-107.302417 39.503),
964,3890 CO-82,Glenwood Springs,CO,81601,0,2,0,2,ChargePoint Network,-107.302379,39.502985,1,POINT (-107.302379 39.502985),
965,3890 CO-82,Glenwood Springs,CO,81601,0,2,0,2,ChargePoint Network,-107.302495,39.503015,1,POINT (-107.302495 39.503015),
966,3890 CO-82,Glenwood Springs,CO,81601,0,2,0,2,ChargePoint Network,-107.302316,39.502969,1,POINT (-107.302316 39.502969),
967,3890 CO-82,Glenwood Springs,CO,81601,0,2,0,2,ChargePoint Network,-107.302207,39.502939,1,POINT (-107.302207 39.502939),
968,3905 Mountain Lion Dr,Loveland,CO,80537,0,6,0,6,Non-Networked,-105.0202157,40.4065478,1,POINT (-105.0202157 40.4065478),
969,3930 Byrd Dr,Loveland,CO,80538,0,1,0,1,ChargePoint Network,-104.995063,40.433032,1,POINT (-104.995063 40.433032),
970,3930 Byrd Dr,Loveland,CO,80538,0,1,0,1,ChargePoint Network,-104.994967,40.432999,1,POINT (-104.994967 40.432999),
971,395 E Lionshead Cir,Vail,CO,81657,0,0,1,1,ChargePoint Network,-106.38636,39.6445,"4, 2",POINT (-106.38636 39.6445),
972,395 E Lionshead Cir,Vail,CO,81657,0,0,1,1,ChargePoint Network,-106.386388,39.6445,"4, 2",POINT (-106.386388 39.6445),
973,395 E Lionshead Cir,Vail,CO,81657,0,0,1,1,ChargePoint Network,-106.386423,39.644504,"4, 2",POINT (-106.386423 39.644504),
974,395 E Lionshead Cir,Vail,CO,81657,0,0,1,1,ChargePoint Network,-106.386456,39.644501,"4, 2",POINT (-106.386456 39.644501),
975,395 S Frontage Rd W,Vail,CO,81657,0,2,0,2,ChargePoint Network,-106.385305,39.644395,1,POINT (-106.385305 39.644395),
976,3960 Limelight Ave,Castle Rock,CO,80109,0,4,0,4,Volta,-104.8794289,39.40217481,1,POINT (-104.8794289 39.40217481),
977,398 S Davis St,Telluride,CO,81320,0,2,0,2,Tesla Destination,-107.81787,37.937018,3,POINT (-107.81787 37.937018),
978,39845 Mathews Ln,Paonia,CO,81428,0,1,0,1,Non-Networked,-107.614795,38.855424,1,POINT (-107.614795 38.855424),
979,39845 Mathews Ln,Paonia,CO,81428,0,2,0,2,Tesla Destination,-107.615,38.8566,3,POINT (-107.615 38.8566),
980,3995 Aurora Avenue,Boulder,CO,80303,0,2,0,2,ChargePoint Network,-105.242767,40.004143,1,POINT (-105.242767 40.004143),
981,3rd St,Denver,CO,80226,0,2,0,2,ChargePoint Network,-105.115004,39.719694,1,POINT (-105.115004 39.719694),
982,3rd St,Denver,CO,80226,0,2,0,2,ChargePoint Network,-105.115145,39.719858,1,POINT (-105.115145 39.719858),
983,4 S Cascade Ave,Colorado Springs,CO,80903,0,3,0,3,Tesla Destination,-104.826672,38.833714,"1, 3",POINT (-104.826672 38.833714),
984,400 15th St,Denver,CO,80202,0,2,0,2,Non-Networked,-104.991416,39.742113,1,POINT (-104.991416 39.742113),
985,400 East Baseline Road,Lafayette,CO,80026,0,2,0,2,SemaCharge Network,-105.08659,40.000054,1,POINT (-105.08659 40.000054),
986,400 Hutchinson St,Louisville,CO,80027,0,2,0,2,ChargePoint Network,-105.13804,39.97461,1,POINT (-105.13804 39.97461),
987,400 Marshall Road,Superior,CO,80027,0,0,4,4,Electrify America,-105.17402,39.95541,"4, 2",POINT (-105.17402 39.95541),
988,400 Powers St,Erie,CO,80516,0,2,0,2,ChargePoint Network,-105.051361,40.039642,1,POINT (-105.051361 40.039642),
989,400 Powers St,Erie,CO,80516,0,2,0,2,ChargePoint Network,-105.05088,40.04013,1,POINT (-105.05088 40.04013),
990,400 Quail Rd,Longmont,CO,80501,0,2,0,2,ChargePoint Network,-105.09991,40.14612,1,POINT (-105.09991 40.14612),
991,4001 Discovery Dr,Boulder,CO,80303,0,2,0,2,ChargePoint Network,-105.242986,40.009614,1,POINT (-105.242986 40.009614),
992,4001 Discovery Drive,Boulder,CO,80303,0,2,0,2,ChargePoint Network,-105.241989,40.010866,1,POINT (-105.241989 40.010866),
993,4001 Discovery Drive,Boulder,CO,80303,0,2,0,2,ChargePoint Network,-105.242004,40.010914,1,POINT (-105.242004 40.010914),
994,4001 Discovery Drive,Boulder,CO,80303,0,2,0,2,ChargePoint Network,-105.241967,40.010742,1,POINT (-105.241967 40.010742),
995,4001 Discovery Drive,Boulder,CO,80303,0,2,0,2,ChargePoint Network,-105.241953,40.010697,1,POINT (-105.241953 40.010697),
996,4001 Discovery Drive,Boulder,CO,80303,0,2,0,2,ChargePoint Network,-105.241975,40.010808,1,POINT (-105.241975 40.010808),
997,401 Howelsen Pkwy,Steamboat Springs,CO,80487,0,2,0,2,ChargePoint Network,-106.832452,40.482256,1,POINT (-106.832452 40.482256),
998,401 Howelsen Pkwy,Steamboat Springs,CO,80487,0,2,0,2,ChargePoint Network,-106.83232,40.482011,1,POINT (-106.83232 40.482011),
999,401 Howelsen Pkwy,Steamboat Springs,CO,80487,0,2,0,2,ChargePoint Network,-106.832308,40.481846,1,POINT (-106.832308 40.481846),
1000,401 Main St,Minturn,CO,81645,0,0,1,1,ChargePoint Network,-106.429476,39.585539,"4, 2",POINT (-106.429476 39.585539),
1001,401 N river St,Glenwood Springs,CO,81601,0,2,0,2,ChargePoint Network,-107.324724,39.549362,1,POINT (-107.324724 39.549362),
1002,401 N River St,Glenwood Springs,CO,81601,0,2,0,2,ChargePoint Network,-107.324698,39.549367,1,POINT (-107.324698 39.549367),
1003,402 S. Tejon St,Colorado Springs,CO,80903,0,4,0,4,SemaCharge Network,-104.824166,38.828053,1,POINT (-104.824166 38.828053),
1004,405 Argentine St,Georgetown,CO,80444,0,1,0,1,Blink Network,-105.69901,39.705154,1,POINT (-105.69901 39.705154),
1005,405 Park Ave,Basalt,CO,81621,0,1,0,1,ChargePoint Network,-107.078469,39.372498,1,POINT (-107.078469 39.372498),
1006,405 Park Ave,Basalt,CO,81621,0,2,0,2,ChargePoint Network,-107.078501,39.372498,1,POINT (-107.078501 39.372498),
1007,4055 Inca Street,Denver,CO,80211,0,14,0,14,SemaCharge Network,-104.998497,39.772577,1,POINT (-104.998497 39.772577),
1008,406 1/2 W Rainbow Blvd,Salida,CO,81201,0,2,0,2,ChargePoint Network,-106.008743,38.524651,1,POINT (-106.008743 38.524651),
1009,409 4th Ave,Longmont,CO,80501,0,2,0,2,ChargePoint Network,-105.100365,40.164855,1,POINT (-105.100365 40.164855),
1010,409 N Bluff Street,Lake City,CO,81235,0,1,0,1,RIVIAN_WAYPOINTS,-107.3175639,38.0311662,1,POINT (-107.3175639 38.0311662),
1011,409 N Bluff Street,Lake City,CO,81235,0,1,0,1,RIVIAN_WAYPOINTS,-107.317536,38.0310857,1,POINT (-107.317536 38.0310857),
1012,410 JL Ranch Heights Rd.,Colorado Springs,CO,80926,0,1,0,1,RIVIAN_WAYPOINTS,-104.8192457,38.7349315,1,POINT (-104.8192457 38.7349315),
1013,410 JL Ranch Heights Rd.,Colorado Springs,CO,80926,0,1,0,1,RIVIAN_WAYPOINTS,-104.8192457,38.7349315,1,POINT (-104.8192457 38.7349315),
1014,410 Main Street,Westcliffe,CO,81252,0,1,0,1,RIVIAN_WAYPOINTS,-105.4655987,38.1357401,1,POINT (-105.4655987 38.1357401),
1015,410 Main Street,Westcliffe,CO,81252,0,1,0,1,RIVIAN_WAYPOINTS,-105.4656075,38.1357309,1,POINT (-105.4656075 38.1357309),
1016,4111 Centerplace Dr,Greeley,CO,80634,0,4,0,4,Blink Network,-104.745678,40.396091,1,POINT (-104.745678 40.396091),
1017,412 Eagleridge Blvd.,Pueblo,CO,81008,0,0,4,4,Electrify America,-104.61373,38.31849,"4, 2",POINT (-104.61373 38.31849),
1018,414 1st St,Crested Butte,CO,81224,0,2,0,2,ChargePoint Network,-106.988921,38.869358,1,POINT (-106.988921 38.869358),
1019,415 Rio Grande Pl,Aspen,CO,81611,0,0,1,1,ChargePoint Network,-106.818515,39.191855,"4, 2",POINT (-106.818515 39.191855),
1020,4175 E Wildcat Reserve Pkwy,Highlands Ranch,CO,80129,0,1,0,1,SemaCharge Network,-104.940956,39.528523,1,POINT (-104.940956 39.528523),
1021,4195 S Cimarron Way Bldg 8,Aurora,CO,80014,0,2,0,2,ChargePoint Network,-104.82232,39.64011,1,POINT (-104.82232 39.64011),
1022,420 6th Ave,Greeley,CO,80631,0,1,0,1,Non-Networked,-104.6857677,40.42947808,1,POINT (-104.6857677 40.42947808),
1023,420 Central Ave,Dolores,CO,81323,0,2,0,2,ChargePoint Network,-108.50385,37.47354,1,POINT (-108.50385 37.47354),
1024,420 Main St,Cañon City,CO,81212,0,0,1,1,ChargePoint Network,-105.240926,38.439826,"4, 2",POINT (-105.240926 38.439826),
1025,420 Main St,Cañon City,CO,81212,0,0,1,1,ChargePoint Network,-105.240965,38.439811,"4, 2",POINT (-105.240965 38.439811),
1026,4200 W 17th Ave,Denver,CO,80212,0,2,0,2,ChargePoint Network,-105.039824,39.743952,1,POINT (-105.039824 39.743952),
1027,4200 west 17th ave,Denver,CO,80204,0,2,0,2,ChargePoint Network,-105.04226,39.743549,1,POINT (-105.04226 39.743549),
1028,4201 S Parker Rd,Aurora,CO,80014,0,2,0,2,Non-Networked,-104.8295566,39.64721415,1,POINT (-104.8295566 39.64721415),
1029,424 E Co Rd 10,Berthoud,CO,80513,0,2,0,2,ChargePoint Network,-105.075259,40.321774,1,POINT (-105.075259 40.321774),
1030,424 W Mulberry Ave,Fort Collins,CO,80521,0,2,0,2,Non-Networked,-105.0840199,40.58194721,1,POINT (-105.0840199 40.58194721),
1031,425 Corporate Cir,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.1932,39.721189,1,POINT (-105.1932 39.721189),
1032,425 Corporate Cir,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.192994,39.721146,1,POINT (-105.192994 39.721146),
1033,425 Corporate Cir,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.193346,39.721212,1,POINT (-105.193346 39.721212),
1034,425 W Prospect Rd,Fort Collins,CO,80526,0,8,0,8,Tesla Destination,-105.082853,40.566111,"1, 3",POINT (-105.082853 40.566111),
1035,4250 Byrd Dr,Loveland,CO,80538,0,0,1,1,ChargePoint Network,-104.994108,40.438036,2,POINT (-104.994108 40.438036),
1036,4255 Buffalo Mountain Dr,Loveland,CO,80538,0,1,0,1,Non-Networked,-105.019387,40.415726,1,POINT (-105.019387 40.415726),
1037,4255 Northpark Drive,Colorado Springs,CO,80907,0,1,0,1,RIVIAN_WAYPOINTS,-104.8294344,38.8941332,1,POINT (-104.8294344 38.8941332),
1038,4255 Northpark Drive,Colorado Springs,CO,80907,0,1,0,1,RIVIAN_WAYPOINTS,-104.8294706,38.8940917,1,POINT (-104.8294706 38.8940917),
1039,4255 Sinton Road,Colorado Springs,CO,80907,0,1,0,1,RIVIAN_WAYPOINTS,-104.8301241,38.8942376,1,POINT (-104.8301241 38.8942376),
1040,4255 Sinton Road,Colorado Springs,CO,80907,0,1,0,1,RIVIAN_WAYPOINTS,-104.8300936,38.8942238,1,POINT (-104.8300936 38.8942238),
1041,4260 S. Cimarron Way Bldg 16,Aurora,CO,80014,0,2,0,2,ChargePoint Network,-104.820551,39.640822,1,POINT (-104.820551 39.640822),
1042,4260 S. Cimarron Way Bldg 5,Aurora,CO,80014,0,2,0,2,ChargePoint Network,-104.821015,39.639767,1,POINT (-104.821015 39.639767),
1043,427 Rio Grande Pl,Aspen,CO,81611,0,2,0,2,ChargePoint Network,-106.817755,39.191433,1,POINT (-106.817755 39.191433),
1044,427 Rio Grande Pl,Aspen,CO,81611,0,2,0,2,ChargePoint Network,-106.817825,39.191445,1,POINT (-106.817825 39.191445),
1045,429 CO-133,Carbondale,CO,81623,0,2,0,2,ChargePoint Network,-107.22207,39.40946,1,POINT (-107.22207 39.40946),
1046,429 North Park Avenue,Breckenridge,CO,80424,0,2,0,2,ChargePoint Network,-106.048482,39.490017,1,POINT (-106.048482 39.490017),
1047,430 N College Ave,Fort Collins,CO,80524,0,1,0,1,Non-Networked,-105.075657,40.594292,1,POINT (-105.075657 40.594292),
1048,430 Prospect Village Dr,Estes Park,CO,80517,0,3,0,3,Tesla Destination,-105.524215,40.371497,3,POINT (-105.524215 40.371497),
1049,4300 S Monaco St,Denver,CO,80237,0,2,0,2,ChargePoint Network,-104.91135,39.637547,1,POINT (-104.91135 39.637547),
1050,4310 Airport Way,Denver,CO,80239,0,0,10,10,Tesla,-104.794648,39.77512,3,POINT (-104.794648 39.77512),
1051,4310 Airport Way,Denver,CO,80239,0,2,0,2,Non-Networked,-104.79489,39.774837,1,POINT (-104.79489 39.774837),
1052,4318 Centerplace Dr,Greeley,CO,80634,0,0,1,1,ChargePoint Network,-104.749004,40.392566,"4, 2",POINT (-104.749004 40.392566),
1053,4318 Centerplace Dr,Greeley,CO,80634,0,0,1,1,ChargePoint Network,-104.749005,40.392599,"4, 2",POINT (-104.749005 40.392599),
1054,4318 Centerplace Dr,Greeley,CO,80634,0,0,1,1,ChargePoint Network,-104.749001,40.392674,"4, 2",POINT (-104.749001 40.392674),
1055,43200 Hwy 141,Gateway,CO,81522,0,2,0,2,Tesla Destination,-108.979798,38.677497,3,POINT (-108.979798 38.677497),
1056,434 Edwards Access Rd,Edwards,CO,81632,0,0,4,4,Electrify America,-106.58748,39.64848,2,POINT (-106.58748 39.64848),
1057,434 Edwards Access Road,Edwards,CO,81632,0,0,8,8,Tesla,-106.5871433,39.64855654,3,POINT (-106.5871433 39.64855654),
1058,435 West Hampden Avenue,Englewood,CO,80110,0,2,0,2,SemaCharge Network,-104.993013,39.653301,1,POINT (-104.993013 39.653301),
1059,4380 Ziegler Rd,Fort Collins,CO,80525,0,2,0,2,ChargePoint Network,-105.017032,40.52651,1,POINT (-105.017032 40.52651),
1060,4385 Venetucci Blvd.,Fountain,CO,80906,0,0,6,6,Electrify America,-104.78309,38.76909,"4, 2",POINT (-104.78309 38.76909),
1061,4395 Independence Trl,Evergreen,CO,80439,0,2,0,2,Tesla Destination,-105.312982,39.634621,"1, 3",POINT (-105.312982 39.634621),
1062,44 Pontiac St,Denver,CO,80224,0,0,18,18,Tesla,-104.905923,39.7175888,3,POINT (-104.905923 39.7175888),
1063,440 S Wadsworth Blvd,Lakewood,CO,80226,0,0,2,2,eVgo Network,-105.080314,39.708161,"4, 2",POINT (-105.080314 39.708161),
1064,4405-4455 Pearl Pkwy,Boulder,CO,80301,0,2,0,2,ChargePoint Network,-105.241634,40.022134,1,POINT (-105.241634 40.022134),
1065,4425 Arrowswest Dr,Colorado Springs,CO,80907,0,2,0,2,Tesla Destination,-104.8626926,38.8957743,3,POINT (-104.8626926 38.8957743),
1066,443 N 6th St,Grand Junction,CO,81501,0,2,0,2,Non-Networked,-108.563065,39.071102,1,POINT (-108.563065 39.071102),
1067,4430 S Adams County Pkwy,Brighton,CO,80601,0,2,0,2,ChargePoint Network,-104.811713,39.924079,1,POINT (-104.811713 39.924079),
1068,4430 S Adams County Pkwy,Brighton,CO,80601,0,2,0,2,ChargePoint Network,-104.811614,39.92412,1,POINT (-104.811614 39.92412),
1069,4430 S Adams County Pkwy,Brighton,CO,80601,0,2,0,2,ChargePoint Network,-104.812942,39.922925,1,POINT (-104.812942 39.922925),
1070,445 2nd St,Kersey,CO,80644,0,2,0,2,ChargePoint Network,-104.56373,40.3853,1,POINT (-104.56373 40.3853),
1071,445 San Juan St,Pagosa Springs,CO,81147,0,0,1,1,ChargePoint Network,-107.01127,37.266094,"4, 2",POINT (-107.01127 37.266094),
1072,445 San Juan St,Pagosa Springs,CO,81147,0,0,1,1,ChargePoint Network,-107.011259,37.266051,"4, 2",POINT (-107.011259 37.266051),
1073,4450 N Kittredge St,Denver,CO,80239,0,2,0,2,SemaCharge Network,-104.801267,39.77844,1,POINT (-104.801267 39.77844),
1074,4455 S Mason St,Fort Collins,CO,80525,0,2,0,2,ChargePoint Network,-105.07961,40.52552,1,POINT (-105.07961 40.52552),
1075,4455 S. College Ave,Fort Collins,CO,80525,0,2,0,2,ChargePoint Network,-105.07791,40.525063,1,POINT (-105.07791 40.525063),
1076,448 E 1st St,Salida,CO,81201,0,2,0,2,ChargePoint Network,-105.987328,38.534263,1,POINT (-105.987328 38.534263),
1077,450 Miller Ranch Rd,Eagle,CO,81631,0,2,0,2,Non-Networked,-106.586701,39.645781,1,POINT (-106.586701 39.645781),
1078,450 Miller Ranch Rd,Edwards,CO,81632,0,2,0,2,ChargePoint Network,-106.583465,39.643076,1,POINT (-106.583465 39.643076),
1079,450 Powers St,Erie,CO,80516,0,2,0,2,ChargePoint Network,-105.053177,40.037271,1,POINT (-105.053177 40.037271),
1080,450 Powers St,Erie,CO,80516,0,2,0,2,ChargePoint Network,-105.05327,40.037272,1,POINT (-105.05327 40.037272),
1081,450 Powers St,Erie,CO,80516,0,2,0,2,ChargePoint Network,-105.053197,40.037253,1,POINT (-105.053197 40.037253),
1082,450 Powers St,Erie,CO,80516,0,2,0,2,ChargePoint Network,-105.053232,40.037263,1,POINT (-105.053232 40.037263),
1083,450 Wilson Gulch Dr,Durango,CO,81303,0,1,0,1,Blink Network,-107.828851,37.232071,1,POINT (-107.828851 37.232071),
1084,4500 Broadway,Denver,CO,80216,0,1,0,1,ChargePoint Network,-104.98718,39.77868,1,POINT (-104.98718 39.77868),
1085,4500 Cherry Creek S Dr,Glendale,CO,80246,0,2,0,2,ChargePoint Network,-104.93604,39.70348,1,POINT (-104.93604 39.70348),
1086,4500 Cherry Creek S Dr,Glendale,CO,80246,0,2,0,2,ChargePoint Network,-104.93608,39.703304,1,POINT (-104.93608 39.703304),
1087,4500 Cherry Creek S Dr,Glendale,CO,80246,0,2,0,2,ChargePoint Network,-104.93607,39.703423,1,POINT (-104.93607 39.703423),
1088,4500 Cherry Creek S Dr,Glendale,CO,80246,0,2,0,2,ChargePoint Network,-104.936066,39.70323,1,POINT (-104.936066 39.70323),
1089,4510 Byrd Drive,Loveland,CO,80538,0,4,0,4,SemaCharge Network,-104.99461,40.445501,1,POINT (-104.99461 40.445501),
1090,455 Mountain Village Blvd,Mountain Village,CO,81435,0,2,0,2,ChargePoint Network,-107.853457,37.93358,1,POINT (-107.853457 37.93358),
1091,455 Mountain Village Blvd,Mountain Village,CO,81435,0,0,8,8,Tesla,-107.8546008,37.9333253,3,POINT (-107.8546008 37.9333253),
1092,4550 Byrd Drive,Loveland,CO,80538,0,4,0,4,SemaCharge Network,-104.995224,40.440321,1,POINT (-104.995224 40.440321),
1093,4559 E Academy Blvd,Denver,CO,80230,0,2,0,2,Non-Networked,-104.8973918,39.71945506,1,POINT (-104.8973918 39.71945506),
1094,457 Mountain Village Blvd,Mountain Village,CO,81435,0,3,0,3,Tesla Destination,-107.851414,37.933296,"1, 3",POINT (-107.851414 37.933296),
1095,457 Mountain Village Boulevard,Telluride,CO,81435,0,1,0,1,RIVIAN_WAYPOINTS,-107.85072,37.93311,1,POINT (-107.85072 37.93311),
1096,457 Mountain Village Boulevard,Telluride,CO,81435,0,1,0,1,RIVIAN_WAYPOINTS,-107.85072,37.93311,1,POINT (-107.85072 37.93311),
1097,4571 Broadway,Boulder,CO,80304,0,2,0,2,ChargePoint Network,-105.282308,40.057718,1,POINT (-105.282308 40.057718),
1098,4590 Vail Racquet Club Dr,Vail,CO,81657,0,2,0,2,ChargePoint Network,-106.291281,39.631767,1,POINT (-106.291281 39.631767),
1099,4590 Vail Racquet Club Dr,Vail,CO,81657,0,2,0,2,ChargePoint Network,-106.291247,39.631776,1,POINT (-106.291247 39.631776),
1100,460 E Fremont Pl,Littleton,CO,80122,0,2,0,2,ChargePoint Network,-104.98412,39.58348,1,POINT (-104.98412 39.58348),
1101,4600 Leetsdale Rd,Glendale,CO,80246,0,0,4,4,Electrify America,-104.93314,39.70915,"4, 2",POINT (-104.93314 39.70915),
1102,4616 NE Frontage Rd,Fort Collins,CO,80524,0,2,0,2,ChargePoint Network,-105.000419,40.652563,1,POINT (-105.000419 40.652563),
1103,4616 NE Frontage Rd,Fort Collins,CO,80524,0,2,0,2,ChargePoint Network,-105.000389,40.652563,1,POINT (-105.000389 40.652563),
1104,4616 S Shields St,Fort Collins,CO,80526,0,2,0,2,ChargePoint Network,-105.095147,40.522063,1,POINT (-105.095147 40.522063),
1105,4616 S Shields St,Fort Collins,CO,80526,0,2,0,2,ChargePoint Network,-105.095244,40.522079,1,POINT (-105.095244 40.522079),
1106,4616 S Shields Street,Fort Collins,CO,80526,0,2,0,2,SemaCharge Network,-105.092961,40.522807,1,POINT (-105.092961 40.522807),
1107,4617 Centerplace Dr.,Greeley,CO,80634,0,2,0,2,Blink Network,-104.754188,40.395703,1,POINT (-104.754188 40.395703),
1108,4622 Stanton Rd,Colorado Springs,CO,80918,0,2,0,2,Non-Networked,-104.80704,38.897629,1,POINT (-104.80704 38.897629),
1109,4655 Hanover Ave,Boulder,CO,80305,0,2,0,2,ChargePoint Network,-105.24031,39.982914,1,POINT (-105.24031 39.982914),
1110,4670 Holly St,Denver,CO,80216,0,2,0,2,ChargePoint Network,-104.921926,39.780916,1,POINT (-104.921926 39.780916),
1111,4695 Racquet Club Dr,Vail,CO,81657,0,2,0,2,ChargePoint Network,-106.290385,39.630424,1,POINT (-106.290385 39.630424),
1112,4695 Racquet Club Dr,Vail,CO,81657,0,2,0,2,ChargePoint Network,-106.290815,39.630747,1,POINT (-106.290815 39.630747),
1113,470 Goddard Ave,Ignacio,CO,81137,0,2,0,2,ChargePoint Network,-107.632614,37.116608,1,POINT (-107.632614 37.116608),
1114,4700 E Kentucky Ave,Denver,CO,80246,0,10,0,10,SemaCharge Network,-104.932524,39.700104,1,POINT (-104.932524 39.700104),
1115,4705 Clydesdale Parkway,Loveland,CO,80538,0,0,10,10,Tesla,-104.991324,40.441566,3,POINT (-104.991324 40.441566),
1116,4711 29th St,Greeley,CO,80634,0,1,1,2,eVgo Network,-104.757285,40.390631,"4, 1, 2",POINT (-104.757285 40.390631),
1117,4721 S Timberline Rd,Fort Collins,CO,80525,0,2,0,2,Volta,-105.0418248,40.52094955,1,POINT (-105.0418248 40.52094955),
1118,4740 Flintridge Dr.,Colorado Springs,CO,80918,0,2,0,2,ChargePoint Network,-104.76956,38.901245,1,POINT (-104.76956 38.901245),
1119,4740 Flintridge Dr.,Colorado Springs,CO,80918,0,2,0,2,ChargePoint Network,-104.769552,38.90131,1,POINT (-104.769552 38.90131),
1120,4775 Walnut St,Boulder,CO,80301,0,2,0,2,ChargePoint Network,-105.238523,40.019228,1,POINT (-105.238523 40.019228),
1121,480 E Fremont Pl,Littleton,CO,80122,0,2,0,2,ChargePoint Network,-104.984131,39.58345,1,POINT (-104.984131 39.58345),
1122,4800 W 92nd Ave,Westminster,CO,80031,0,2,0,2,ChargePoint Network,-105.047874,39.862766,1,POINT (-105.047874 39.862766),
1123,4801 Fenton St,Denver,CO,80212,0,2,0,2,ChargePoint Network,-105.059883,39.778976,1,POINT (-105.059883 39.778976),
1124,4801 Thompson Pkwy,Johnstown,CO,80534,0,2,0,2,ChargePoint Network,-104.984577,40.406516,1,POINT (-104.984577 40.406516),
1125,4809 S College Ave,Fort Collins,CO,80525,0,1,0,1,Non-Networked,-105.0780132,40.52014455,1,POINT (-105.0780132 40.52014455),
1126,4817 National Western Dr,Denver,CO,80216,0,2,0,2,ChargePoint Network,-104.974365,39.784568,1,POINT (-104.974365 39.784568),
1127,48338 Powderhorn Rd,Mesa,CO,81643,0,4,0,4,Tesla Destination,-108.1507337,39.0693962,3,POINT (-108.1507337 39.0693962),
1128,4845 Pearl East circle,Boulder,CO,80301,0,2,0,2,ChargePoint Network,-105.240475,40.021736,1,POINT (-105.240475 40.021736),
1129,488 Main St,Black Hawk,CO,80422,0,12,0,12,Tesla Destination,-105.483418,39.798449,"1, 3",POINT (-105.483418 39.798449),
1130,490 W 14th Ave,Denver,CO,80204,0,1,0,1,Non-Networked,-104.994018,39.738477,1,POINT (-104.994018 39.738477),
1131,4900 S Syracuse St,Denver,CO,80237,0,10,0,10,Tesla Destination,-104.901761,39.626518,"1, 3",POINT (-104.901761 39.626518),
1132,4901 Nelson Rd,Longmont,CO,80503,0,2,0,2,ChargePoint Network,-105.167556,40.150111,1,POINT (-105.167556 40.150111),
1133,4910 Nautilus Ct N,Boulder,CO,80301,0,7,0,7,Tesla Destination,-105.204787,40.062531,"1, 3",POINT (-105.204787 40.062531),
1134,4915 Fossil Blvd,Fort Collins,CO,80525,0,2,0,2,ChargePoint Network,-105.07992,40.51831,1,POINT (-105.07992 40.51831),
1135,4929 Carrera Point,Colorado Springs,CO,80923,0,2,0,2,ChargePoint Network,-104.738467,38.937437,1,POINT (-104.738467 38.937437),
1136,4990 Pearl Pkwy,Boulder,CO,80301,0,2,0,2,ChargePoint Network,-105.2358,40.020529,1,POINT (-105.2358 40.020529),
1137,5 Walmart Way,La Junta,CO,81050,0,0,1,1,ChargePoint Network,-103.592864,38.000613,"4, 2",POINT (-103.592864 38.000613),
1138,5 Walmart Way,La Junta,CO,81050,0,0,1,1,ChargePoint Network,-103.5929,38.00065,"4, 2",POINT (-103.5929 38.00065),
1139,50 Vasquez Rd,Winter Park,CO,80482,0,2,0,2,Non-Networked,-105.785621,39.917213,1,POINT (-105.785621 39.917213),
1140,50 W Thomas Pl,Avon,CO,81620,0,2,0,2,ChargePoint Network,-106.517977,39.603046,1,POINT (-106.517977 39.603046),
1141,500 Broadway St,Eagle,CO,81631,0,0,1,1,Non-Networked,-106.827821,39.652053,"4, 2",POINT (-106.827821 39.652053),
1142,500 Cooperative Way,Brighton,CO,80603,0,2,0,2,ChargePoint Network,-104.74075,39.977143,1,POINT (-104.74075 39.977143),
1143,500 Cooperative Way,Brighton,CO,80603,0,2,0,2,ChargePoint Network,-104.742099,39.978921,1,POINT (-104.742099 39.978921),
1144,500 Cooperative Way,Brighton,CO,80603,0,2,0,2,ChargePoint Network,-104.742338,39.977763,1,POINT (-104.742338 39.977763),
1145,500 Cooperative Way,Brighton,CO,80603,0,2,0,2,ChargePoint Network,-104.741447,39.97859,1,POINT (-104.741447 39.97859),
1146,500 E 104th Ave,Thornton,CO,80233,0,2,0,2,Non-Networked,-104.979943,39.883636,1,POINT (-104.979943 39.883636),
