,street_add,city,state,zip,l1_ports,l2_ports,l3_ports,sum_ports,ev_network,longitude,latitude,ev_sockets,geometry,vehicle
0,0130 Daybreak Ridge,Avon,CO,81620,0,3,0,3,Tesla Destination,-106.541101,39.623703,"1, 3",POINT (-106.541101 39.623703),
1,0315 Chambers Ave,Eagle,CO,81631,0,2,0,2,ChargePoint Network,-106.824654,39.661062,1,POINT (-106.824654 39.661062),
2,1 Denver Federal Center,Denver,CO,80225,0,18,0,18,OpConnect,-105.115179,39.719859,1,POINT (-105.115179 39.719859),
3,1 E Memorial Pkwy,Northglenn,CO,80233,0,2,0,2,ChargePoint Network,-104.990135,39.909466,1,POINT (-104.990135 39.909466),
4,1 Eagle Way,Broomfield,CO,80020,0,2,0,2,ChargePoint Network,-105.076121,39.929481,1,POINT (-105.076121 39.929481),
5,1 Lake Ave,Colorado Springs,CO,80906,0,3,0,3,Tesla Destination,-104.850101,38.791226,"1, 3",POINT (-104.850101 38.791226),
6,1 Navajo Hill,Mesa Verde National Park,CO,81330,0,2,0,2,Tesla Destination,-108.494074,37.260149,"1, 3",POINT (-108.494074 37.260149),
7,1 Skier Pl,Durango,CO,81301,0,0,1,1,ChargePoint Network,-107.814236,37.631212,"4, 2",POINT (-107.814236 37.631212),
8,1 Sundown Trail,Nederland,CO,80466,0,2,0,2,ChargePoint Network,-105.517235,39.96969,1,POINT (-105.517235 39.96969),
9,1 Vail Rd,Vail,CO,81657,0,2,0,2,Tesla Destination,-106.379133,39.642952,3,POINT (-106.379133 39.642952),
10,1 West Flatiron Crossing Dr,Broomfield,CO,80021,0,0,4,4,Electrify America,-105.13551,39.93243,"4, 2",POINT (-105.13551 39.93243),
11,100 Bluff St,Lake City,CO,81235,0,0,1,1,ChargePoint Network,-107.319733,38.026382,"4, 2",POINT (-107.319733 38.026382),
12,100 Dercum Square,Keystone,CO,80435,0,2,0,2,ChargePoint Network,-105.943742,39.607611,1,POINT (-105.943742 39.607611),
13,100 Dercum Square,Keystone,CO,80435,0,2,0,2,ChargePoint Network,-105.944085,39.607475,1,POINT (-105.944085 39.607475),
14,100 Jefferson County Parkway,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.20078,39.727615,1,POINT (-105.20078 39.727615),
15,100 Jefferson County Parkway,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.20056,39.72791,1,POINT (-105.20056 39.72791),
16,100 Mikaela Way Avon Colorado 81632,Avon,CO,81620,0,2,0,2,ChargePoint Network,-106.525497,39.635864,1,POINT (-106.525497 39.635864),
17,100 Riverine Rd,Glenwood Springs,CO,81601,0,2,0,2,ChargePoint Network,-107.36562,39.560772,1,POINT (-107.36562 39.560772),
18,100 Riverine Road,Glenwood Springs,CO,81601,0,0,1,1,ChargePoint Network,-107.366097,39.560691,2,POINT (-107.366097 39.560691),
19,100 Silver Thread Ln,South Fork,CO,81154,0,2,0,2,ChargePoint Network,-106.642404,37.669381,1,POINT (-106.642404 37.669381),
20,100 South Mason Street,Fort Collins,CO,80524,0,6,0,6,SemaCharge Network,-105.078734,40.586846,1,POINT (-105.078734 40.586846),
21,100 South Park Avenue,Breckenridge,CO,80424,0,2,0,2,ChargePoint Network,-106.048092,39.481671,1,POINT (-106.048092 39.481671),
22,100 Spader Way,Broomfield,CO,80020,0,4,0,4,ChargePoint Network,-105.0658394,39.91629095,1,POINT (-105.0658394 39.91629095),
23,100 W Littleton Blvd,Littleton,CO,80120,0,0,6,6,eVgo Network,-104.988404,39.61241,"4, 2",POINT (-104.988404 39.61241),
24,1000 10th St,Golden,CO,80401,0,2,0,2,ChargePoint Network,-105.225926,39.756445,1,POINT (-105.225926 39.756445),
25,1000 14th St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.998184,39.74517,1,POINT (-104.998184 39.74517),
26,1000 Berthoud Pkwy,Berthoud,CO,80513,0,2,0,2,ChargePoint Network,-105.091858,40.311624,1,POINT (-105.091858 40.311624),
27,1000 Berthoud Pkwy,Berthoud,CO,80513,0,0,1,1,ChargePoint Network,-105.091856,40.311796,"4, 2",POINT (-105.091856 40.311796),
28,1000 High Point Dr,Steamboat Springs,CO,80487,0,6,0,6,Tesla Destination,-106.824093,40.469556,"1, 3",POINT (-106.824093 40.469556),
29,1000 Judicial Center Dr,Brighton,CO,80601,0,2,0,2,ChargePoint Network,-104.760061,39.971763,1,POINT (-104.760061 39.971763),
30,1000 N 3rd St,Aspen,CO,81611,0,2,0,2,ChargePoint Network,-106.826771,39.19996,1,POINT (-106.826771 39.19996),
31,1000 Rush Dr,Salida,CO,81201,0,1,0,1,Non-Networked,-106.008655,38.542959,1,POINT (-106.008655 38.542959),
32,1000 Speer Blvd,Denver,CO,80204,0,2,0,2,ChargePoint Network,-104.991825,39.732487,1,POINT (-104.991825 39.732487),
33,1000 Speer Blvd,Denver,CO,80204,0,2,0,2,ChargePoint Network,-104.991871,39.732512,1,POINT (-104.991871 39.732512),
34,1000 Speer Blvd,Denver,CO,80204,0,2,0,2,ChargePoint Network,-104.991927,39.732554,1,POINT (-104.991927 39.732554),
35,1000 Speer Blvd,Denver,CO,80204,0,2,0,2,ChargePoint Network,-104.991886,39.73243,1,POINT (-104.991886 39.73243),
36,1000 W 10th Ave,Broomfield,CO,80020,0,2,0,2,ChargePoint Network,-105.081111,39.928145,1,POINT (-105.081111 39.928145),
37,10001 E Costilla Ave,Greenwood Village,CO,80112,0,2,0,2,ChargePoint Network,-104.87218,39.5916,1,POINT (-104.87218 39.5916),
38,10003 Commons St,Lone Tree,CO,80124,0,0,1,1,ChargePoint Network,-104.8827,39.534177,"4, 2",POINT (-104.8827 39.534177),
39,1001 - 17th Street,Denver,CO,80202,0,3,0,3,SemaCharge Network,-104.99374,39.748752,1,POINT (-104.99374 39.748752),
40,10030 E Arapahoe Rd,Centennial,CO,80112,0,2,1,3,Non-Networked,-104.872435,39.594525,"4, 1, 2",POINT (-104.872435 39.594525),
41,1005 Ken Pratt Blvd,Longmont,CO,80501,0,1,1,2,Non-Networked,-105.108644,40.151989,"4, 1, 2",POINT (-105.108644 40.151989),
42,10051 Wadsworth Pkwy,Westminster,CO,80021,0,2,0,2,Non-Networked,-105.097595,39.878705,1,POINT (-105.097595 39.878705),
43,101 6th St,Frederick,CO,80530,0,2,0,2,Non-Networked,-104.9411,40.098005,1,POINT (-104.9411 40.098005),
44,101 8th St,Glenwood Springs,CO,81601,0,2,0,2,ChargePoint Network,-107.327827,39.54706,1,POINT (-107.327827 39.54706),
45,101 East Baseline Road,Lafayette,CO,80026,0,2,0,2,ChargePoint Network,-105.090002,40.001163,1,POINT (-105.090002 40.001163),
46,101 Englewood Pkwy,Englewood,CO,80110,0,0,4,4,Electrify America,-104.98909,39.65515,"4, 2",POINT (-104.98909 39.65515),
47,101 Fawcett Rd,Avon,CO,81620,0,4,0,4,Non-Networked,-106.502243,39.627988,1,POINT (-106.502243 39.627988),
48,101 Ruby Ranch Road,Silverthorne,CO,80498,0,0,8,8,Tesla,-106.0800734,39.64591144,3,POINT (-106.0800734 39.64591144),
49,101 Stegosaurus Fwy,Dinosaur,CO,81610,0,0,1,1,ChargePoint Network,-109.009012,40.245184,"4, 2",POINT (-109.009012 40.245184),
50,1010 Meadow Dr,Frisco,CO,80443,0,2,0,2,ChargePoint Network,-106.097483,39.588839,1,POINT (-106.097483 39.588839),
51,1010 Meadow Dr,Frisco,CO,80443,0,1,0,1,ChargePoint Network,-106.09746,39.58872,1,POINT (-106.09746 39.58872),
52,1010 Meadow Dr,Frisco,CO,80443,0,2,0,2,ChargePoint Network,-106.0975,39.5889,1,POINT (-106.0975 39.5889),
53,1010 Meadow Dr,Frisco,CO,80443,0,2,0,2,ChargePoint Network,-106.09751,39.58895,1,POINT (-106.09751 39.58895),
54,1010 Meadow Drive,Frisco,CO,80443,0,2,0,2,ChargePoint Network,-106.09747,39.588776,1,POINT (-106.09747 39.588776),
55,1010 Three Springs Avenue,Durango,CO,81301,0,2,0,2,ChargePoint Network,-107.825745,37.235105,1,POINT (-107.825745 37.235105),
56,1010 Three Springs Avenue,Durango,CO,81301,0,2,0,2,ChargePoint Network,-107.825725,37.235102,1,POINT (-107.825725 37.235102),
57,101-149  Richmond Avenue,Pueblo,CO,81003,0,0,12,12,Tesla,-104.609245,38.26698,3,POINT (-104.609245 38.26698),
58,"10155 Westmoor Drive
#105",Westminster,CO,80021,0,4,0,4,SemaCharge Network,-105.111369,39.897683,1,POINT (-105.111369 39.897683),
59,102 S Victoria Ave,Pueblo,CO,81003,0,2,0,2,ChargePoint Network,-104.613567,38.265439,1,POINT (-104.613567 38.265439),
60,102 S Victoria Ave,Pueblo,CO,81003,0,2,0,2,ChargePoint Network,-104.613568,38.265447,1,POINT (-104.613568 38.265447),
61,1020 Motor City Dr,Colorado Springs,CO,80905,0,2,2,4,EVGATEWAY,-104.8308968,38.8140221,"4, 1",POINT (-104.8308968 38.8140221),
62,10209 CO-135,Almont,CO,81210,0,2,0,2,ChargePoint Network,-106.847254,38.664867,1,POINT (-106.847254 38.664867),
63,1024 S Lemay Ave,Fort Collins,CO,80524,0,4,0,4,SemaCharge Network,-105.056429,40.573131,1,POINT (-105.056429 40.573131),
64,10240 Park Meadows Dr,Lone Tree,CO,80124,0,8,0,8,SemaCharge Network,-104.873023,39.545063,1,POINT (-104.873023 39.545063),
65,10258 E I-25 Frontage Rd,Longmont,CO,80504,0,0,1,1,Non-Networked,-104.9785124,40.14967741,"4, 2",POINT (-104.9785124 40.14967741),
66,1029 Park Ave,Grand Lake,CO,80447,0,0,1,1,ChargePoint Network,-105.818239,40.252214,"4, 2",POINT (-105.818239 40.252214),
67,1029 Park Ave,Grand Lake,CO,80447,0,0,1,1,ChargePoint Network,-105.818185,40.252214,"4, 2",POINT (-105.818185 40.252214),
68,1030 S Colorado Blvd,Denver,CO,80246,0,0,1,1,ChargePoint Network,-104.940317,39.697923,2,POINT (-104.940317 39.697923),
69,1030 S Colorado Blvd,Denver,CO,80246,0,2,0,2,ChargePoint Network,-104.940368,39.697924,1,POINT (-104.940368 39.697924),
70,10300 South Boulder Road,Lafayette,CO,80026,0,2,0,2,ChargePoint Network,-105.111654,39.985633,1,POINT (-105.111654 39.985633),
71,10346 Park Meadows Drive,Lone Tree,CO,80124,0,5,0,5,Blink Network,-104.8720521,39.5423185,1,POINT (-104.8720521 39.5423185),
72,1035 Birch Street,Broomfield,CO,80020,0,2,0,2,ChargePoint Network,-105.059324,39.93097,1,POINT (-105.059324 39.93097),
73,1035 Osage St,Denver,CO,80204,0,1,0,1,ChargePoint Network,-105.005413,39.732843,1,POINT (-105.005413 39.732843),
74,1035 Osage St,Denver,CO,80204,0,1,0,1,ChargePoint Network,-105.005411,39.732901,1,POINT (-105.005411 39.732901),
75,10350 Park Meadows Dr,Lone Tree,CO,80124,0,2,0,2,ChargePoint Network,-104.87275,39.541508,1,POINT (-104.87275 39.541508),
76,10350 Park Meadows Dr Floor B,Lone Tree,CO,80124,0,2,0,2,ChargePoint Network,-104.87282,39.54161,1,POINT (-104.87282 39.54161),
77,104 Society Dr,Telluride,CO,81435,0,2,0,2,ChargePoint Network,-107.873351,37.947213,1,POINT (-107.873351 37.947213),
78,1040 Independent Ave.,Grand Junction,CO,81505,0,0,4,4,Electrify America,-108.58333,39.08244,"4, 2",POINT (-108.58333 39.08244),
79,10401 E Arapahoe Rd,Centennial,CO,80111,0,1,0,1,Non-Networked,-104.867972,39.595975,1,POINT (-104.867972 39.595975),
80,10406 Martin Luther King Blvd,Denver,CO,80238,0,0,6,6,eVgo Network,-104.8663684,39.7590007,"4, 2",POINT (-104.8663684 39.7590007),
81,1041 Main Street,Longmont,CO,80501,0,1,0,1,SemaCharge Network,-105.102467,40.176886,1,POINT (-105.102467 40.176886),
82,10468 Sunlight Dr,Lafayette,CO,80026,0,2,0,2,ChargePoint Network,-105.109716,40.063028,1,POINT (-105.109716 40.063028),
83,1048 Pearl St,Boulder,CO,80302,0,1,0,1,ChargePoint Network,-105.281921,40.017381,1,POINT (-105.281921 40.017381),
84,1048 Pearl St,Boulder,CO,80302,0,1,0,1,ChargePoint Network,-105.281911,40.017356,1,POINT (-105.281911 40.017356),
85,1048 Pearl St,Boulder,CO,80302,0,1,0,1,ChargePoint Network,-105.281803,40.017389,1,POINT (-105.281803 40.017389),
86,10495 South Progress Way,Parker,CO,80134,0,2,0,2,SemaCharge Network,-104.76978,39.526012,1,POINT (-104.76978 39.526012),
87,105 Dales Pl,Fort Lupton,CO,80621,0,2,0,2,Tesla Destination,-104.80454,40.08070911,3,POINT (-104.80454 40.08070911),
88,"1050 Curtis Street, Denver, CO 80202",Denver,CO,80202,0,1,0,1,SemaCharge Network,-104.989886,39.747523,1,POINT (-104.989886 39.747523),
89,1050 Walnut Street,Boulder,CO,80302,0,2,0,2,SemaCharge Network,-105.281381,40.016282,1,POINT (-105.281381 40.016282),
90,1055 13th St,Denver,CO,80204,0,2,1,3,Non-Networked,-104.998075,39.743919,"4, 1, 2",POINT (-104.998075 39.743919),
91,10585 Mountain Vista Ridge,Highlands Ranch,CO,80126,0,2,0,2,ChargePoint Network,-104.964708,39.521561,1,POINT (-104.964708 39.521561),
92,106 E 4th St,Salida,CO,81201,0,2,0,2,ChargePoint Network,-105.994156,38.53361,1,POINT (-105.994156 38.53361),
93,10601 E Eer Ave,Centennial,CO,80112,0,2,0,2,Volta,-104.8653303,39.58883126,1,POINT (-104.8653303 39.58883126),
94,10601 W 10th St,Greeley,CO,80634,0,2,0,2,ChargePoint Network,-104.859941,40.41764,1,POINT (-104.859941 40.41764),
95,10601 W 10th St,Greeley,CO,80634,0,2,0,2,ChargePoint Network,-104.85983,40.418243,1,POINT (-104.85983 40.418243),
96,10691 Cadence Point,Colorado Springs,CO,80921,0,8,0,8,SemaCharge Network,-104.807625,38.985851,1,POINT (-104.807625 38.985851),
97,107 Dennison Placer Rd,Breckenridge,CO,84024,0,2,0,2,Non-Networked,-106.050975,39.513986,1,POINT (-106.050975 39.513986),
98,1071 Courtesy Rd,Louisville,CO,80027,0,2,0,2,Non-Networked,-105.128678,39.98008751,1,POINT (-105.128678 39.98008751),
99,108 W Galena,Moffat,CO,81143,0,2,0,2,Non-Networked,-105.6992254,37.99511884,1,POINT (-105.6992254 37.99511884),
100,10802 Airport Ct,Broomfield,CO,80021,0,2,0,2,ChargePoint Network,-105.118386,39.913597,1,POINT (-105.118386 39.913597),
101,10825 E Geddes Ave,Centennial,CO,80112,0,8,0,8,SemaCharge Network,-104.862585,39.586669,1,POINT (-104.862585 39.586669),
102,10851-10999 Westminster Blvd,Westminster,CO,80020,0,2,0,2,ChargePoint Network,-105.07406,39.894825,1,POINT (-105.07406 39.894825),
103,109 E Beech St,Lamar,CO,81052,0,0,8,8,Tesla,-102.618385,38.089379,3,POINT (-102.618385 38.089379),
104,109 E Beech St,Lamar,CO,81052,0,0,1,1,ChargePoint Network,-102.618088,38.089669,"4, 2",POINT (-102.618088 38.089669),
105,109 E Beech St,Lamar,CO,81052,0,0,1,1,ChargePoint Network,-102.618026,38.089698,"4, 2",POINT (-102.618026 38.089698),
106,109 Lewies Lane,Carbondale,CO,81623,0,2,0,2,EV Connect,-107.212427,39.39521,1,POINT (-107.212427 39.39521),
107,10901 Co Rd 117,Glenwood Springs,CO,81601,0,6,0,6,CHARGELAB,-107.336551,39.39920214,1,POINT (-107.336551 39.39920214),
108,1092 Cedar St,Bennett,CO,80102,0,2,0,2,ChargePoint Network,-104.42877,39.74291,1,POINT (-104.42877 39.74291),
109,1092 Cedar Street,Bennett,CO,80102,0,0,1,1,ChargePoint Network,-104.430433,39.742599,"4, 2",POINT (-104.430433 39.742599),
110,1092 cedar street,Bennett,CO,80102,0,0,1,1,ChargePoint Network,-104.430633,39.742681,"4, 2",POINT (-104.430633 39.742681),
111,1095 Airport Rd,Breckenridge,CO,80424,0,2,0,2,ChargePoint Network,-106.05052,39.498882,1,POINT (-106.05052 39.498882),
112,110 S 7th St,Silt,CO,81652,0,2,0,2,ChargePoint Network,-107.65556,39.54665,1,POINT (-107.65556 39.54665),
113,110 W. Meadows Dr.,Glenwood Springs,CO,81601,0,0,4,4,Electrify America,-107.34483,39.55613,"4, 2",POINT (-107.34483 39.55613),
114,1100 Judicial Center Dr,Brighton,CO,80601,0,2,0,2,ChargePoint Network,-104.760799,39.969325,1,POINT (-104.760799 39.969325),
115,1100 Judicial Center Dr,Brighton,CO,80601,0,2,0,2,ChargePoint Network,-104.760799,39.96935,1,POINT (-104.760799 39.96935),
116,1100 S Sherman St,Longmont,CO,80501,0,2,0,2,ChargePoint Network,-105.11513,40.146255,1,POINT (-105.11513 40.146255),
117,1100 Walnut,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.28036,40.016586,1,POINT (-105.28036 40.016586),
118,1101 Co Rd 53,Granby,CO,80446,0,2,0,2,Non-Networked,-105.9259856,39.98804001,1,POINT (-105.9259856 39.98804001),
119,1101 E 2nd Ave,Durango,CO,81301,0,2,0,2,ChargePoint Network,-107.878954,37.275734,1,POINT (-107.878954 37.275734),
120,1104 Champa St,Denver,CO,80202,0,1,0,1,Non-Networked,-104.997556,39.742308,1,POINT (-104.997556 39.742308),
121,11085-11131 W Alameda Ave,Lakewood,CO,80226,0,2,0,2,ChargePoint Network,-105.125748,39.712917,1,POINT (-105.125748 39.712917),
122,111 Lawrence St,Central City,CO,80427,0,2,0,2,ChargePoint Network,-105.511663,39.800445,1,POINT (-105.511663 39.800445),
123,111 West 3rd St,Delta,CO,81416,0,0,1,1,EV Connect,-108.07156,38.743459,"4, 2",POINT (-108.07156 38.743459),
124,11101 W 120th Ave,Broomfield,CO,80021,0,2,0,2,ChargePoint Network,-105.123329,39.915373,1,POINT (-105.123329 39.915373),
125,1111 14th St,Denver,CO,80202,0,4,0,4,Tesla Destination,-104.998439,39.746368,"1, 3",POINT (-104.998439 39.746368),
126,1117 Lake Ave,Grand Lake,CO,80447,0,2,0,2,ChargePoint Network,-105.817267,40.250664,1,POINT (-105.817267 40.250664),
127,112 Fairgrounds Rd,Eagle,CO,81631,0,0,1,1,ChargePoint Network,-106.827823,39.659076,"4, 2",POINT (-106.827823 39.659076),
128,1120 Argentine St,Georgetown,CO,80444,0,0,1,1,ChargePoint Network,-105.695659,39.711839,"4, 2",POINT (-105.695659 39.711839),
129,1120 Argentine st,Georgetown,CO,80444,0,0,1,1,ChargePoint Network,-105.69569,39.711845,"4, 2",POINT (-105.69569 39.711845),
130,1120 Argentine st,Georgetown,CO,80444,0,0,1,1,ChargePoint Network,-105.695739,39.711716,"4, 2",POINT (-105.695739 39.711716),
131,1125 17th st,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.9945,39.74963,1,POINT (-104.9945 39.74963),
132,1125 17th St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.99447,39.749633,1,POINT (-104.99447 39.749633),
133,1135 S Broadway,Denver,CO,80210,0,2,0,2,ChargePoint Network,-104.988029,39.695716,1,POINT (-104.988029 39.695716),
134,1135s Broadway,Denver,CO,80210,0,2,0,2,ChargePoint Network,-104.98797,39.695722,1,POINT (-104.98797 39.695722),
135,1135s Broadway,Denver,CO,80210,0,2,0,2,ChargePoint Network,-104.988028,39.695779,1,POINT (-104.988028 39.695779),
136,114 S Main St,Pueblo,CO,81003,0,2,0,2,ChargePoint Network,-104.611564,38.263922,1,POINT (-104.611564 38.263922),
137,1140 Cannon Street,Louisville,CO,80027,0,1,0,1,SemaCharge Network,-105.129126,39.981067,1,POINT (-105.129126 39.981067),
138,1144 15th St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.997422,39.747217,1,POINT (-104.997422 39.747217),
139,1144 15th St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.997454,39.747252,1,POINT (-104.997454 39.747252),
140,1144 15th St,Denver,CO,80202,0,1,0,1,ChargePoint Network,-104.997486,39.747287,1,POINT (-104.997486 39.747287),
141,1146 Interquest Pkwy,Colorado Springs,CO,80921,0,4,0,4,Tesla Destination,-104.808268,38.991507,"1, 3",POINT (-104.808268 38.991507),
142,115 Boomerang Rd,Aspen,CO,81611,0,2,0,2,ChargePoint Network,-106.85578,39.182404,1,POINT (-106.85578 39.182404),
143,115 S 26th St,Colorado Springs,CO,80904,0,2,0,2,Tesla Destination,-104.8645278,38.8474668,"1, 3",POINT (-104.8645278 38.8474668),
144,115 Wilcox Street,Castle Rock,CO,80104,0,2,0,2,SemaCharge Network,-104.860623,39.370796,1,POINT (-104.860623 39.370796),
145,1150 7th St,Boulder,CO,80302,0,2,0,2,ChargePoint Network,-105.285164,40.00865,1,POINT (-105.285164 40.00865),
146,1150 Block Prairie Center Pkwy,Brighton,CO,80601,0,2,0,2,ChargePoint Network,-104.770494,39.969226,1,POINT (-104.770494 39.969226),
147,1150 W South Boulder Rd,Lafayette,CO,80026,0,2,0,2,ChargePoint Network,-105.10339,39.98917,1,POINT (-105.10339 39.98917),
148,1156 CO-71,Brush,CO,80723,0,0,8,8,Tesla,-103.622026,40.270918,3,POINT (-103.622026 40.270918),
149,11585 Destination Drive,Broomfield,CO,80021,0,1,0,1,Blink Network,-105.092727,39.906012,1,POINT (-105.092727 39.906012),
150,11602 W 64th Ave,Arvada,CO,80004,0,1,0,1,SemaCharge Network,-105.12905,39.812927,1,POINT (-105.12905 39.812927),
151,11605 W Belleview Ave,Littleton,CO,80127,0,1,0,1,SemaCharge Network,-105.129498,39.624764,1,POINT (-105.129498 39.624764),
152,118 Lost Creek Ln,Telluride,CO,81435,0,3,0,3,Tesla Destination,-107.846334,37.934854,3,POINT (-107.846334 37.934854),
153,119 Carbonate St,Cripple Creek,CO,80813,0,2,0,2,Tesla Destination,-105.173815,38.750565,"1, 3",POINT (-105.173815 38.750565),
154,119 Lost Creek Ln,Mountain Village,CO,81435,0,3,0,3,Tesla Destination,-107.846759,37.935718,3,POINT (-107.846759 37.935718),
155,119-181 W Pitkin St,Fort Collins,CO,80524,0,2,0,2,ChargePoint Network,-105.078378,40.570714,1,POINT (-105.078378 40.570714),
156,1193 Auburn Dr,Castle Rock,CO,80109,0,2,0,2,ChargePoint Network,-104.874726,39.379646,1,POINT (-104.874726 39.379646),
157,1193 Auburn Dr,Castle Rock,CO,80109,0,2,0,2,ChargePoint Network,-104.874748,39.379604,1,POINT (-104.874748 39.379604),
158,1198 Argentine St,Georgetown,CO,80444,0,0,1,1,ChargePoint Network,-105.695591,39.711991,"4, 2",POINT (-105.695591 39.711991),
159,1199 Bayfield Pkwy,Bayfield,CO,81122,0,2,0,2,ChargePoint Network,-107.604212,37.225763,1,POINT (-107.604212 37.225763),
160,12 Main St,Rollinsville,CO,80474,0,1,0,1,CHARGELAB,-105.5022126,39.91710593,1,POINT (-105.5022126 39.91710593),
161,120 9th Ave,Longmont,CO,80501,0,4,0,4,EV Connect,-105.095017,40.176036,1,POINT (-105.095017 40.176036),
162,120 Edgeview Drive,Broomfield,CO,80021,0,2,0,2,SemaCharge Network,-105.101791,39.916526,1,POINT (-105.101791 39.916526),
163,120 N Mason St,Fort Collins,CO,80524,0,2,0,2,ChargePoint Network,-105.078445,40.588596,1,POINT (-105.078445 40.588596),
164,120 Offerson Rd,Beaver Creek,CO,81620,0,2,0,2,ChargePoint Network,-106.517623,39.607917,1,POINT (-106.517623 39.607917),
165,1200 16th St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.996469,39.748988,1,POINT (-104.996469 39.748988),
166,1200 16th St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.996324,39.74899,1,POINT (-104.996324 39.74899),
167,1200 17th St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.996618,39.748815,1,POINT (-104.996618 39.748815),
168,1200 Carbon Jct,Durango,CO,81301,0,1,0,1,ChargePoint Network,-107.859695,37.230114,1,POINT (-107.859695 37.230114),
169,1200 Carbon Jct,Durango,CO,81301,0,0,1,1,ChargePoint Network,-107.860085,37.230176,2,POINT (-107.860085 37.230176),
170,1200 Carbon Junction,Durango,CO,81301,0,3,0,3,Non-Networked,-107.8602045,37.2303839,1,POINT (-107.8602045 37.2303839),
171,1200 Green St,Ridgway,CO,81432,0,2,0,2,ChargePoint Network,-107.757522,38.163369,1,POINT (-107.757522 38.163369),
172,1200 Green St,Ridgway,CO,81432,0,2,0,2,ChargePoint Network,-107.757493,38.163385,1,POINT (-107.757493 38.163385),
173,1200 N College Ave,Fort Collins,CO,80524,0,0,1,1,eVgo Network,-105.07431,40.601744,"4, 2",POINT (-105.07431 40.601744),
174,1200 W 120th Ave,Westminster,CO,80234,0,2,0,2,ChargePoint Network,-105.002236,39.911293,1,POINT (-105.002236 39.911293),
175,1201-1299 16th St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.996585,39.748823,1,POINT (-104.996585 39.748823),
176,1205 Benton St,Lakewood,CO,80214,0,4,0,4,EVGATEWAY,-105.0559,39.73547,1,POINT (-105.0559 39.73547),
177,12090 Colorado Blvd,Thornton,CO,80241,0,2,0,2,Volta,-104.9383847,39.91566483,1,POINT (-104.9383847 39.91566483),
178,121 15th Ave,Idaho Springs,CO,80452,0,2,0,2,ChargePoint Network,-105.51708,39.741348,1,POINT (-105.51708 39.741348),
179,121 W Pitkin St,Fort Collins,CO,80524,0,2,0,2,ChargePoint Network,-105.078411,40.570711,1,POINT (-105.078411 40.570711),
180,121 W Pitkin St,Fort Collins,CO,80524,0,2,0,2,ChargePoint Network,-105.078392,40.570734,1,POINT (-105.078392 40.570734),
181,12102 S Elk Creek Rd,Pine,CO,80470,0,3,0,3,Non-Networked,-105.3816242,39.49713462,1,POINT (-105.3816242 39.49713462),
182,1219 N College,Fort Collins,CO,80524,0,1,0,1,Non-Networked,-105.077107,40.603108,1,POINT (-105.077107 40.603108),
183,1220 Eisenhower Dr,Boulder,CO,80303,0,2,0,2,ChargePoint Network,-105.234377,40.007649,1,POINT (-105.234377 40.007649),
184,1220 Rock Creek Circle,Lafayette,CO,80026,0,2,0,2,ChargePoint Network,-105.072448,39.975489,1,POINT (-105.072448 39.975489),
185,1225 17th St,Denver,CO,80202,0,2,0,2,ChargePoint Network,-104.995227,39.750284,1,POINT (-104.995227 39.750284),
186,123 Brontosaurus Blvd,Dinosaur,CO,81610,0,0,1,1,ChargePoint Network,-109.008986,40.245185,"4, 2",POINT (-109.008986 40.245185),
187,123 Uintah St.,Colorado Springs,CO,80903,0,2,0,2,ChargePoint Network,-104.823171,38.849385,1,POINT (-104.823171 38.849385),
188,1230 Main St,Ouray,CO,81432,0,0,1,1,ChargePoint Network,-107.673479,38.029536,"4, 2",POINT (-107.673479 38.029536),
189,1230 Main st,Ouray,CO,81432,0,0,1,1,ChargePoint Network,-107.673462,38.029541,"4, 2",POINT (-107.673462 38.029541),
190,12301 Claude Ct,Northglenn,CO,80241,0,2,0,2,ChargePoint Network,-104.96131,39.919544,1,POINT (-104.96131 39.919544),
191,12350 W 64th Ave,Arvada,CO,80004,0,0,6,6,eVgo Network,-105.1362892,39.812362,"4, 2",POINT (-105.1362892 39.812362),
192,124 E Coal Creek Dr,Superior,CO,80027,0,2,0,2,Non-Networked,-105.166116,39.953798,1,POINT (-105.166116 39.953798),
193,1245 Interquest Pkwy,Colorado Springs,CO,80921,0,0,1,1,ChargePoint Network,-104.806011,38.990423,"4, 2",POINT (-104.806011 38.990423),
194,1245 Interquest Pkwy,Colorado Springs,CO,80921,0,0,1,1,ChargePoint Network,-104.806092,38.990377,"4, 2",POINT (-104.806092 38.990377),
195,12450 Washington St,Thornton,CO,80241,0,2,0,2,ChargePoint Network,-104.976393,39.921436,1,POINT (-104.976393 39.921436),
196,12450 Washington St,Thornton,CO,80241,0,2,0,2,ChargePoint Network,-104.976469,39.921438,1,POINT (-104.976469 39.921438),
