,vehicle,seed,sum_ports,fal_typ,geometry
117,3,964533,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E1E880>
118,3,964925,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E1E940>
119,3,964931,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E1EA00>
120,3,965200,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E1EAC0>
121,3,965409,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E1EB80>
122,3,965506,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E1EC40>
123,3,965898,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E1ED00>
124,3,966062,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E1EDC0>
125,3,966217,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E1EE80>
126,3,966538,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E1EF40>
127,3,966844,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27040>
128,3,966997,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27100>
129,3,967064,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E271C0>
130,3,967698,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27280>
131,3,967786,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27340>
132,3,968169,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27400>
133,3,968953,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E274C0>
134,3,968988,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27580>
135,3,969044,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27640>
136,3,969104,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27700>
137,3,969116,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E277C0>
138,3,969332,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27880>
139,3,969964,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27940>
140,3,970937,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27A00>
141,3,971329,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27AC0>
142,3,971445,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27B80>
143,3,971666,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27C40>
144,3,971708,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B743E27D00>
145,6,963644,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B74435C550>
146,6,964237,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B74435C610>
147,6,964379,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B74435C6D0>
148,6,966132,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B74435C790>
149,6,966981,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B74435C850>
150,6,967060,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B74435C910>
151,6,967109,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B74435C9D0>
152,6,969356,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B74435CA90>
153,7,952278,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7445BD670>
154,7,954430,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7445BD730>
155,7,956541,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7445BD7F0>
156,7,959185,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7445BD8B0>
157,7,959668,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7445BD970>
158,7,960158,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7445BDA30>
159,7,962938,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7445BDAF0>
160,7,963148,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7445BDBB0>
161,7,963417,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7445BDC70>
162,7,964237,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7445BDD30>
163,7,964379,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7445BDDF0>
164,7,964925,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7445BDEB0>
165,7,965350,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7445BDF70>
166,7,967068,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B74464E070>
167,7,968971,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B74464E130>
168,7,969142,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B74464E1F0>
169,8,955108,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744464280>
170,8,955218,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744464340>
171,8,956275,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744464400>
172,8,956512,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7444644C0>
173,8,956905,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744464580>
174,8,967061,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744464640>
175,8,968652,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744464700>
176,8,971681,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B7444647C0>
177,9,951867,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43190>
178,9,952143,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43250>
179,9,952546,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43310>
180,9,952582,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A433D0>
181,9,952694,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43490>
182,9,954233,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43550>
183,9,954708,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43610>
184,9,954809,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A436D0>
185,9,955163,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43790>
186,9,955343,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43850>
187,9,956938,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43910>
188,9,957114,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A439D0>
189,9,957687,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43A90>
190,9,958964,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43B50>
191,9,959161,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43C10>
192,9,959355,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43CD0>
193,9,959480,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43D90>
194,9,959514,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43E50>
195,9,959668,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43F10>
196,9,960429,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A43FD0>
197,9,960433,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A440D0>
198,9,960510,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44190>
199,9,961012,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44250>
200,9,961256,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44310>
201,9,961716,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A443D0>
202,9,961720,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44490>
203,9,963537,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44550>
204,9,964093,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44610>
205,9,964636,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A446D0>
206,9,964696,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44790>
207,9,964814,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44850>
208,9,964925,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44910>
209,9,966673,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A449D0>
210,9,966693,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44A90>
211,9,966970,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44B50>
212,9,967698,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44C10>
213,9,967797,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44CD0>
214,9,968881,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44D90>
215,9,969174,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44E50>
216,9,970534,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44F10>
217,9,971700,4,Chargers out of range,<shapely.coords.CoordinateSequence object at 0x000002B744A44FD0>
