,vehicle,seed,sum_ports,fal_typ,geometry,longitude,latitude
1118,13,968364,4,Chargers out of range,POINT (-105.4026 37.74383),-105.4026,37.74383
1119,13,968521,4,Chargers out of range,POINT (-108.73187 40.79488),-108.73187,40.79488
1120,13,968573,4,Chargers out of range,POINT (-108.45447 40.81058),-108.45447,40.81058
1121,13,968652,4,Chargers out of range,POINT (-105.37123 37.7096),-105.37123,37.7096
1122,13,968666,4,Chargers out of range,POINT (-102.2405 37.14935),-102.2405,37.14935
1123,13,968723,4,Chargers out of range,POINT (-108.53955 39.60641),-108.53955,39.60641
1124,13,968901,4,Chargers out of range,POINT (-103.05263 37.27915),-103.05263,37.27915
1125,13,968948,4,Chargers out of range,POINT (-108.75448 40.7245),-108.75448,40.7245
1126,13,968971,4,Chargers out of range,POINT (-105.89949 40.87163),-105.89949,40.87163
1127,13,968978,4,Chargers out of range,POINT (-108.7662 40.94435),-108.7662,40.94435
1128,13,969031,4,Chargers out of range,POINT (-108.99867 40.83097),-108.99867,40.83097
1129,13,969057,4,Chargers out of range,POINT (-104.08782 38.84012),-104.08782,38.84012
1130,13,969073,4,Chargers out of range,POINT (-104.29035 38.8391),-104.29035,38.8391
1131,13,969076,4,Chargers out of range,POINT (-102.90632 37.27934),-102.90632,37.27934
1132,13,969083,4,Chargers out of range,POINT (-108.73187 40.79488),-108.73187,40.79488
1133,13,969134,4,Chargers out of range,POINT (-102.85071 37.18837),-102.85071,37.18837
1134,13,969156,4,Chargers out of range,POINT (-108.69579 40.69218),-108.69579,40.69218
1135,13,969271,4,Chargers out of range,POINT (-108.37857 40.73446),-108.37857,40.73446
1136,13,969291,4,Chargers out of range,POINT (-108.55549 40.64791),-108.55549,40.64791
1137,13,969376,4,Chargers out of range,POINT (-108.81668 40.9316),-108.81668,40.9316
1138,13,969390,4,Chargers out of range,POINT (-102.85898 37.38175),-102.85898,37.38175
1139,13,969394,4,Chargers out of range,POINT (-108.7277 40.81292),-108.7277,40.81292
1140,13,969401,4,Chargers out of range,POINT (-102.90483 37.3376),-102.90483,37.3376
1141,13,969407,4,Chargers out of range,POINT (-102.10453 37.32488),-102.10453,37.32488
1142,13,969446,4,Chargers out of range,POINT (-102.90446 37.36542),-102.90446,37.36542
1143,13,969485,4,Chargers out of range,POINT (-106.17114 40.86235),-106.17114,40.86235
1144,13,969487,4,Chargers out of range,POINT (-102.90482 37.36426),-102.90482,37.36426
1145,13,969492,4,Chargers out of range,POINT (-102.90483 37.33785),-102.90483,37.33785
1146,13,969579,4,Chargers out of range,POINT (-106.41132 37.03818),-106.41132,37.03818
1147,13,969757,4,Chargers out of range,POINT (-108.83939 40.76527),-108.83939,40.76527
1148,13,969773,4,Chargers out of range,POINT (-106.41128 37.03827),-106.41128,37.03827
1149,13,969832,4,Chargers out of range,POINT (-106.41128 37.03827),-106.41128,37.03827
1150,13,969835,4,Chargers out of range,POINT (-108.72237 40.80717),-108.72237,40.80717
1151,13,970037,4,Chargers out of range,POINT (-108.68811 40.68808),-108.68811,40.68808
1152,13,970217,4,Chargers out of range,POINT (-108.53789 40.64134),-108.53789,40.64134
1153,13,970266,4,Chargers out of range,POINT (-106.41132 37.03818),-106.41132,37.03818
1154,13,970302,4,Chargers out of range,POINT (-103.01309 37.14864),-103.01309,37.14864
1155,13,970429,4,Chargers out of range,POINT (-108.44099 40.85472),-108.44099,40.85472
1156,13,970643,4,Chargers out of range,POINT (-106.41585 37.02031),-106.41585,37.02031
1157,13,970773,4,Chargers out of range,POINT (-103.02988 37.14376),-103.02988,37.14376
1158,13,970844,4,Chargers out of range,POINT (-106.36326 38.75999),-106.36326,38.75999
1159,13,970972,4,Chargers out of range,POINT (-104.2034 38.83942),-104.2034,38.83942
1160,13,971041,4,Chargers out of range,POINT (-102.86003 37.37976),-102.86003,37.37976
1161,13,971164,4,Chargers out of range,POINT (-106.41585 37.02031),-106.41585,37.02031
1162,13,971170,4,Chargers out of range,POINT (-106.49912 39.06759),-106.49912,39.06759
1163,13,971175,4,Chargers out of range,POINT (-108.80305 40.75161),-108.80305,40.75161
1164,13,971272,4,Chargers out of range,POINT (-108.63165 40.89879),-108.63165,40.89879
1165,13,971318,4,Chargers out of range,POINT (-108.87839 40.92263),-108.87839,40.92263
1166,13,971330,4,Chargers out of range,POINT (-102.0903 38.79853),-102.0903,38.79853
1167,13,971398,4,Chargers out of range,POINT (-102.96481 37.2792),-102.96481,37.2792
1168,13,971449,4,Chargers out of range,POINT (-108.5339 40.93214),-108.5339,40.93214
1169,13,971504,4,Chargers out of range,POINT (-108.54865 40.64592),-108.54865,40.64592
1170,13,971574,4,Chargers out of range,POINT (-106.41128 37.03827),-106.41128,37.03827
1171,13,971640,4,Chargers out of range,POINT (-102.85077 37.20682),-102.85077,37.20682
1172,13,971656,4,Chargers out of range,POINT (-108.77276 40.96504),-108.77276,40.96504
1173,13,971681,4,Chargers out of range,POINT (-103.50263 37.00882),-103.50263,37.00882
1174,14,951724,4,Chargers out of range,POINT (-108.75238 40.72141),-108.75238,40.72141
1175,14,951748,4,Chargers out of range,POINT (-102.90475 37.27934),-102.90475,37.27934
1176,14,951749,4,Chargers out of range,POINT (-106.5192 40.94982),-106.5192,40.94982
1177,14,951750,4,Chargers out of range,POINT (-108.81923 40.75481),-108.81923,40.75481
1178,14,951754,4,Chargers out of range,POINT (-108.7513 40.71802),-108.7513,40.71802
1179,14,951757,4,Chargers out of range,POINT (-103.29342 38.72881),-103.29342,38.72881
1180,14,951760,4,Chargers out of range,POINT (-102.2769 37.23892),-102.2769,37.23892
1181,14,951773,4,Chargers out of range,POINT (-106.4383 40.86822),-106.4383,40.86822
1182,14,951783,4,Chargers out of range,POINT (-108.38307 40.63901),-108.38307,40.63901
1183,14,951800,4,Chargers out of range,POINT (-103.28632 38.71659),-103.28632,38.71659
1184,14,951802,4,Chargers out of range,POINT (-108.5662 40.77077),-108.5662,40.77077
1185,14,951845,4,Chargers out of range,POINT (-102.33941 39.70196),-102.33941,39.70196
1186,14,951867,4,Chargers out of range,POINT (-108.46131 39.79684),-108.46131,39.79684
1187,14,951896,4,Chargers out of range,POINT (-108.75378 40.72388),-108.75378,40.72388
1188,14,951907,4,Chargers out of range,POINT (-108.75238 40.72141),-108.75238,40.72141
1189,14,951938,4,Chargers out of range,POINT (-108.7513 40.71856),-108.7513,40.71856
1190,14,951954,4,Chargers out of range,POINT (-102.95391 38.79919),-102.95391,38.79919
1191,14,951973,4,Chargers out of range,POINT (-108.43427 40.88001),-108.43427,40.88001
1192,14,951998,4,Chargers out of range,POINT (-108.68241 40.57784),-108.68241,40.57784
1193,14,952000,4,Chargers out of range,POINT (-102.08804 38.69614),-102.08804,38.69614
1194,14,952008,4,Chargers out of range,POINT (-103.11982 37.27918),-103.11982,37.27918
1195,14,952015,4,Chargers out of range,POINT (-103.52023 37.34011),-103.52023,37.34011
1196,14,952022,4,Chargers out of range,POINT (-106.54649 40.98858),-106.54649,40.98858
1197,14,952030,4,Chargers out of range,POINT (-106.43092 40.86683),-106.43092,40.86683
1198,14,952138,4,Chargers out of range,POINT (-106.3303 40.92554),-106.3303,40.92554
1199,14,952161,4,Chargers out of range,POINT (-102.25887 38.84322),-102.25887,38.84322
1200,14,952166,4,Chargers out of range,POINT (-103.66475 37.20038),-103.66475,37.20038
1201,14,952167,4,Chargers out of range,POINT (-102.27688 37.25114),-102.27688,37.25114
1202,14,952201,4,Chargers out of range,POINT (-103.56048 37.0217),-103.56048,37.0217
1203,14,952233,4,Chargers out of range,POINT (-103.27464 38.76107),-103.27464,38.76107
1204,14,952278,4,Chargers out of range,POINT (-102.1497 39.67196),-102.1497,39.67196
1205,14,952366,4,Chargers out of range,POINT (-103.55953 37.06045),-103.55953,37.06045
1206,14,952389,4,Chargers out of range,POINT (-103.52009 37.32951),-103.52009,37.32951
1207,14,952431,4,Chargers out of range,POINT (-108.82193 40.75641),-108.82193,40.75641
1208,14,952541,4,Chargers out of range,POINT (-103.35775 37.08648),-103.35775,37.08648
1209,14,952546,4,Chargers out of range,POINT (-108.45278 39.60206),-108.45278,39.60206
1210,14,952561,4,Chargers out of range,POINT (-108.41838 40.91175),-108.41838,40.91175
1211,14,952563,4,Chargers out of range,POINT (-102.35086 38.82365),-102.35086,38.82365
1212,14,952566,4,Chargers out of range,POINT (-108.78657 40.74883),-108.78657,40.74883
1213,14,952607,4,Chargers out of range,POINT (-102.35218 38.93032),-102.35218,38.93032
1214,14,952636,4,Chargers out of range,POINT (-108.41952 40.84063),-108.41952,40.84063
1215,14,952637,4,Chargers out of range,POINT (-108.78624 40.74868),-108.78624,40.74868
1216,14,952687,4,Chargers out of range,POINT (-102.81446 37.10511),-102.81446,37.10511
1217,14,952695,4,Chargers out of range,POINT (-102.95391 38.79919),-102.95391,38.79919
1218,14,952717,4,Chargers out of range,POINT (-102.27679 37.14939),-102.27679,37.14939
1219,14,952745,4,Chargers out of range,POINT (-108.41928 40.83846),-108.41928,40.83846
1220,14,952760,4,Chargers out of range,POINT (-103.35775 37.08648),-103.35775,37.08648
1221,14,952772,4,Chargers out of range,POINT (-108.4043 40.80301),-108.4043,40.80301
1222,14,952781,4,Chargers out of range,POINT (-108.74744 40.77177),-108.74744,40.77177
1223,14,952789,4,Chargers out of range,POINT (-102.2769 37.23892),-102.2769,37.23892
1224,14,952792,4,Chargers out of range,POINT (-108.68596 40.57276),-108.68596,40.57276
1225,14,952812,4,Chargers out of range,POINT (-102.97918 38.69087),-102.97918,38.69087
1226,14,952814,4,Chargers out of range,POINT (-108.75188 40.72049),-108.75188,40.72049
1227,14,952825,4,Chargers out of range,POINT (-102.37058 39.8014),-102.37058,39.8014
1228,14,952852,4,Chargers out of range,POINT (-108.42882 40.87496),-108.42882,40.87496
1229,14,952880,4,Chargers out of range,POINT (-108.7513 40.71802),-108.7513,40.71802
1230,14,952942,4,Chargers out of range,POINT (-108.38215 40.91332),-108.38215,40.91332
1231,14,952964,4,Chargers out of range,POINT (-108.50953 40.87588),-108.50953,40.87588
1232,14,952970,4,Chargers out of range,POINT (-102.31381 38.82766),-102.31381,38.82766
1233,14,952987,4,Chargers out of range,POINT (-108.43828 40.88582),-108.43828,40.88582
1234,14,953028,4,Chargers out of range,POINT (-108.35738 40.84396),-108.35738,40.84396
1235,14,953091,4,Chargers out of range,POINT (-108.34959 40.78636),-108.34959,40.78636
1236,14,953116,4,Chargers out of range,POINT (-102.35224 38.94269),-102.35224,38.94269
1237,14,953124,4,Chargers out of range,POINT (-108.47034 40.67773),-108.47034,40.67773
1238,14,953150,4,Chargers out of range,POINT (-104.1475 38.83959),-104.1475,38.83959
1239,14,953153,4,Chargers out of range,POINT (-103.56136 37.21874),-103.56136,37.21874
1240,14,953182,4,Chargers out of range,POINT (-108.59339 40.6614),-108.59339,40.6614
1241,14,953189,4,Chargers out of range,POINT (-108.41928 40.84015),-108.41928,40.84015
1242,14,953191,4,Chargers out of range,POINT (-103.11982 37.27918),-103.11982,37.27918
1243,14,953195,4,Chargers out of range,POINT (-108.44008 40.86876),-108.44008,40.86876
1244,14,953207,4,Chargers out of range,POINT (-105.86363 40.84245),-105.86363,40.84245
1245,14,953296,4,Chargers out of range,POINT (-102.97179 38.80838),-102.97179,38.80838
1246,14,953301,4,Chargers out of range,POINT (-108.43005 40.84669),-108.43005,40.84669
1247,14,953321,4,Chargers out of range,POINT (-102.85065 37.14874),-102.85065,37.14874
1248,14,953356,4,Chargers out of range,POINT (-102.27695 37.34085),-102.27695,37.34085
1249,14,953370,4,Chargers out of range,POINT (-104.16486 38.95547),-104.16486,38.95547
1250,14,953388,4,Chargers out of range,POINT (-103.36103 37.07676),-103.36103,37.07676
1251,14,953402,4,Chargers out of range,POINT (-108.38598 40.75285),-108.38598,40.75285
1252,14,953431,4,Chargers out of range,POINT (-103.35775 37.08648),-103.35775,37.08648
1253,14,953435,4,Chargers out of range,POINT (-108.33346 37.91551),-108.33346,37.91551
1254,14,953441,4,Chargers out of range,POINT (-102.27683 37.1919),-102.27683,37.1919
1255,14,953481,4,Chargers out of range,POINT (-108.39998 40.69357),-108.39998,40.69357
1256,14,953504,4,Chargers out of range,POINT (-108.43644 40.88132),-108.43644,40.88132
1257,14,953507,4,Chargers out of range,POINT (-102.27707 37.29473),-102.27707,37.29473
1258,14,953545,4,Chargers out of range,POINT (-102.76006 37.08764),-102.76006,37.08764
1259,14,953559,4,Chargers out of range,POINT (-108.36217 40.91394),-108.36217,40.91394
1260,14,953618,4,Chargers out of range,POINT (-102.25252 39.67036),-102.25252,39.67036
1261,14,953716,4,Chargers out of range,POINT (-108.43236 40.61598),-108.43236,40.61598
1262,14,953736,4,Chargers out of range,POINT (-108.7514 40.71924),-108.7514,40.71924
1263,14,953797,4,Chargers out of range,POINT (-108.43704 40.61827),-108.43704,40.61827
1264,14,953821,4,Chargers out of range,POINT (-104.24447 38.81154),-104.24447,38.81154
1265,14,953865,4,Chargers out of range,POINT (-103.24404 37.11752),-103.24404,37.11752
1266,14,953871,4,Chargers out of range,POINT (-104.21251 38.83937),-104.21251,38.83937
1267,14,953906,4,Chargers out of range,POINT (-103.9729 38.83973),-103.9729,38.83973
1268,14,953929,4,Chargers out of range,POINT (-103.7056 38.63725),-103.7056,38.63725
1269,14,953948,4,Chargers out of range,POINT (-103.11982 37.27918),-103.11982,37.27918
1270,14,953999,4,Chargers out of range,POINT (-103.36103 37.07676),-103.36103,37.07676
1271,14,954087,4,Chargers out of range,POINT (-108.38944 40.66325),-108.38944,40.66325
1272,14,954089,4,Chargers out of range,POINT (-103.12724 38.75529),-103.12724,38.75529
1273,14,954091,4,Chargers out of range,POINT (-108.69817 40.62781),-108.69817,40.62781
1274,14,954093,4,Chargers out of range,POINT (-103.10463 37.27921),-103.10463,37.27921
1275,14,954117,4,Chargers out of range,POINT (-103.11982 37.27918),-103.11982,37.27918
1276,14,954139,4,Chargers out of range,POINT (-103.61373 37.21927),-103.61373,37.21927
1277,14,954146,4,Chargers out of range,POINT (-102.96844 38.80582),-102.96844,38.80582
1278,14,954151,4,Chargers out of range,POINT (-108.75125 40.71146),-108.75125,40.71146
1279,14,954157,4,Chargers out of range,POINT (-108.75207 40.72082),-108.75207,40.72082
1280,14,954175,4,Chargers out of range,POINT (-102.35179 38.87776),-102.35179,38.87776
1281,14,954187,4,Chargers out of range,POINT (-103.5467 37.02976),-103.5467,37.02976
1282,14,954189,4,Chargers out of range,POINT (-102.09077 38.76925),-102.09077,38.76925
1283,14,954208,4,Chargers out of range,POINT (-102.09051 38.78369),-102.09051,38.78369
1284,14,954225,4,Chargers out of range,POINT (-108.49711 40.75774),-108.49711,40.75774
1285,14,954278,4,Chargers out of range,POINT (-108.41681 40.92856),-108.41681,40.92856
1286,14,954312,4,Chargers out of range,POINT (-102.42515 38.75728),-102.42515,38.75728
1287,14,954346,4,Chargers out of range,POINT (-108.7513 40.71802),-108.7513,40.71802
1288,14,954473,4,Chargers out of range,POINT (-108.6824 40.57732),-108.6824,40.57732
1289,14,954638,4,Chargers out of range,POINT (-102.36416 39.76092),-102.36416,39.76092
1290,14,954639,4,Chargers out of range,POINT (-103.64022 37.20977),-103.64022,37.20977
1291,14,954657,4,Chargers out of range,POINT (-108.82058 40.75556),-108.82058,40.75556
1292,14,954671,4,Chargers out of range,POINT (-102.27688 37.25114),-102.27688,37.25114
1293,14,954708,4,Chargers out of range,POINT (-108.61237 39.58007),-108.61237,39.58007
1294,14,954709,4,Chargers out of range,POINT (-108.4223 40.66916),-108.4223,40.66916
1295,14,954710,4,Chargers out of range,POINT (-108.42426 40.94011),-108.42426,40.94011
1296,14,954716,4,Chargers out of range,POINT (-102.36619 39.77833),-102.36619,39.77833
1297,14,954725,4,Chargers out of range,POINT (-108.7514 40.71924),-108.7514,40.71924
1298,14,954788,4,Chargers out of range,POINT (-108.43478 40.89344),-108.43478,40.89344
1299,14,954809,4,Chargers out of range,POINT (-108.51601 39.74192),-108.51601,39.74192
1300,14,954825,4,Chargers out of range,POINT (-108.7514 40.71924),-108.7514,40.71924
1301,14,954847,4,Chargers out of range,POINT (-102.46281 38.81113),-102.46281,38.81113
1302,14,954856,4,Chargers out of range,POINT (-102.21492 38.853),-102.21492,38.853
1303,14,954876,4,Chargers out of range,POINT (-108.4384 40.88504),-108.4384,40.88504
1304,14,954888,4,Chargers out of range,POINT (-106.50643 40.8949),-106.50643,40.8949
1305,14,954898,4,Chargers out of range,POINT (-102.2769 37.23892),-102.2769,37.23892
1306,14,954928,4,Chargers out of range,POINT (-108.81805 40.75443),-108.81805,40.75443
1307,14,954933,4,Chargers out of range,POINT (-103.23586 37.11187),-103.23586,37.11187
1308,14,954940,4,Chargers out of range,POINT (-108.52034 40.6388),-108.52034,40.6388
1309,14,954945,4,Chargers out of range,POINT (-108.75269 40.72203),-108.75269,40.72203
1310,14,954959,4,Chargers out of range,POINT (-106.37359 40.86245),-106.37359,40.86245
1311,14,954991,4,Chargers out of range,POINT (-102.96844 38.80582),-102.96844,38.80582
1312,14,955026,4,Chargers out of range,POINT (-108.36908 40.82296),-108.36908,40.82296
1313,14,955031,4,Chargers out of range,POINT (-106.51574 40.90617),-106.51574,40.90617
1314,14,955107,4,Chargers out of range,POINT (-108.7513 40.71856),-108.7513,40.71856
1315,14,955144,4,Chargers out of range,POINT (-108.75161 40.7199),-108.75161,40.7199
1316,14,955146,4,Chargers out of range,POINT (-108.81955 40.75496),-108.81955,40.75496
1317,14,955163,4,Chargers out of range,POINT (-108.5043 39.75175),-108.5043,39.75175
1318,14,955191,4,Chargers out of range,POINT (-108.7515 40.71961),-108.7515,40.71961
1319,14,955198,4,Chargers out of range,POINT (-102.27696 37.35332),-102.27696,37.35332
1320,14,955218,4,Chargers out of range,POINT (-106.62603 40.97561),-106.62603,40.97561
1321,14,955229,4,Chargers out of range,POINT (-108.40502 40.80434),-108.40502,40.80434
1322,14,955263,4,Chargers out of range,POINT (-102.90701 37.27935),-102.90701,37.27935
1323,14,955309,4,Chargers out of range,POINT (-103.36103 37.07676),-103.36103,37.07676
1324,14,955311,4,Chargers out of range,POINT (-103.11982 37.27918),-103.11982,37.27918
1325,14,955339,4,Chargers out of range,POINT (-102.9048 37.30836),-102.9048,37.30836
1326,14,955343,4,Chargers out of range,POINT (-108.43056 40.61523),-108.43056,40.61523
1327,14,955350,4,Chargers out of range,POINT (-108.75939 40.72576),-108.75939,40.72576
1328,14,955365,4,Chargers out of range,POINT (-103.61647 37.21879),-103.61647,37.21879
1329,14,955372,4,Chargers out of range,POINT (-108.75495 40.72475),-108.75495,40.72475
1330,14,955380,4,Chargers out of range,POINT (-108.73881 40.78625),-108.73881,40.78625
1331,14,955401,4,Chargers out of range,POINT (-108.75207 40.72082),-108.75207,40.72082
1332,14,955413,4,Chargers out of range,POINT (-104.22191 38.83595),-104.22191,38.83595
1333,14,955416,4,Chargers out of range,POINT (-104.24058 38.83927),-104.24058,38.83927
1334,14,955528,4,Chargers out of range,POINT (-103.61158 37.21928),-103.61158,37.21928
1335,14,955567,4,Chargers out of range,POINT (-103.0873 37.27925),-103.0873,37.27925
1336,14,955621,4,Chargers out of range,POINT (-106.73182 39.00854),-106.73182,39.00854
1337,14,955636,4,Chargers out of range,POINT (-105.71841 40.70506),-105.71841,40.70506
1338,14,955637,4,Chargers out of range,POINT (-106.54143 39.08713),-106.54143,39.08713
1339,14,955641,4,Chargers out of range,POINT (-104.22191 38.83595),-104.22191,38.83595
1340,14,955642,4,Chargers out of range,POINT (-103.56136 37.21874),-103.56136,37.21874
1341,14,955684,4,Chargers out of range,POINT (-108.75236 40.59556),-108.75236,40.59556
1342,14,955688,4,Chargers out of range,POINT (-108.7513 40.71856),-108.7513,40.71856
1343,14,955709,4,Chargers out of range,POINT (-103.08393 37.27918),-103.08393,37.27918
1344,14,955737,4,Chargers out of range,POINT (-108.43536 40.88084),-108.43536,40.88084
1345,14,955744,4,Chargers out of range,POINT (-102.19205 38.85062),-102.19205,38.85062
1346,14,955773,4,Chargers out of range,POINT (-108.75378 40.72388),-108.75378,40.72388
1347,14,955797,4,Chargers out of range,POINT (-108.42722 40.66571),-108.42722,40.66571
1348,14,955803,4,Chargers out of range,POINT (-103.61158 37.21928),-103.61158,37.21928
1349,14,955814,4,Chargers out of range,POINT (-102.27695 37.34005),-102.27695,37.34005
1350,14,955870,4,Chargers out of range,POINT (-103.70556 38.62378),-103.70556,38.62378
1351,14,955873,4,Chargers out of range,POINT (-102.26694 38.84094),-102.26694,38.84094
1352,14,955890,4,Chargers out of range,POINT (-106.53842 40.98359),-106.53842,40.98359
1353,14,955923,4,Chargers out of range,POINT (-108.42171 40.73313),-108.42171,40.73313
1354,14,955956,4,Chargers out of range,POINT (-104.10325 38.83998),-104.10325,38.83998
1355,14,956014,4,Chargers out of range,POINT (-102.95391 38.79919),-102.95391,38.79919
1356,14,956026,4,Chargers out of range,POINT (-108.42459 40.93577),-108.42459,40.93577
1357,14,956040,4,Chargers out of range,POINT (-106.70697 38.99866),-106.70697,38.99866
1358,14,956052,4,Chargers out of range,POINT (-108.58477 40.65632),-108.58477,40.65632
1359,14,956064,4,Chargers out of range,POINT (-105.88505 40.82167),-105.88505,40.82167
1360,14,956067,4,Chargers out of range,POINT (-103.57512 37.21888),-103.57512,37.21888
1361,14,956069,4,Chargers out of range,POINT (-104.21251 38.83937),-104.21251,38.83937
1362,14,956078,4,Chargers out of range,POINT (-103.11982 37.27918),-103.11982,37.27918
1363,14,956100,4,Chargers out of range,POINT (-104.05513 38.84009),-104.05513,38.84009
1364,14,956114,4,Chargers out of range,POINT (-102.91395 37.27932),-102.91395,37.27932
1365,14,956140,4,Chargers out of range,POINT (-104.23687 38.83928),-104.23687,38.83928
1366,14,956155,4,Chargers out of range,POINT (-102.35116 38.84915),-102.35116,38.84915
1367,14,956203,4,Chargers out of range,POINT (-108.43536 40.88084),-108.43536,40.88084
1368,14,956207,4,Chargers out of range,POINT (-108.79562 40.70744),-108.79562,40.70744
1369,14,956214,4,Chargers out of range,POINT (-108.75314 40.72292),-108.75314,40.72292
1370,14,956221,4,Chargers out of range,POINT (-102.46247 38.78234),-102.46247,38.78234
1371,14,956231,4,Chargers out of range,POINT (-108.38015 40.64948),-108.38015,40.64948
1372,14,956268,4,Chargers out of range,POINT (-102.96466 38.80389),-102.96466,38.80389
1373,14,956276,4,Chargers out of range,POINT (-106.66355 40.98665),-106.66355,40.98665
1374,14,956282,4,Chargers out of range,POINT (-108.38802 39.71012),-108.38802,39.71012
1375,14,956296,4,Chargers out of range,POINT (-108.69359 40.57442),-108.69359,40.57442
1376,14,956342,4,Chargers out of range,POINT (-108.38295 40.63793),-108.38295,40.63793
1377,14,956417,4,Chargers out of range,POINT (-108.68189 40.57831),-108.68189,40.57831
1378,14,956421,4,Chargers out of range,POINT (-108.6001 40.65909),-108.6001,40.65909
1379,14,956484,4,Chargers out of range,POINT (-108.75161 40.7199),-108.75161,40.7199
1380,14,956519,4,Chargers out of range,POINT (-108.53491 40.64105),-108.53491,40.64105
1381,14,956529,4,Chargers out of range,POINT (-103.54763 37.03909),-103.54763,37.03909
1382,14,956575,4,Chargers out of range,POINT (-102.27679 37.14939),-102.27679,37.14939
1383,14,956635,4,Chargers out of range,POINT (-103.36103 37.07676),-103.36103,37.07676
1384,14,956653,4,Chargers out of range,POINT (-103.56136 37.21874),-103.56136,37.21874
1385,14,956656,4,Chargers out of range,POINT (-108.81846 40.75453),-108.81846,40.75453
1386,14,956677,4,Chargers out of range,POINT (-108.7514 40.71924),-108.7514,40.71924
1387,14,956706,4,Chargers out of range,POINT (-106.69574 38.10226),-106.69574,38.10226
1388,14,956739,4,Chargers out of range,POINT (-102.27801 37.38155),-102.27801,37.38155
1389,14,956747,4,Chargers out of range,POINT (-102.50364 38.80065),-102.50364,38.80065
1390,14,956748,4,Chargers out of range,POINT (-108.75238 40.72141),-108.75238,40.72141
1391,14,956853,4,Chargers out of range,POINT (-102.08916 38.68758),-102.08916,38.68758
1392,14,956879,4,Chargers out of range,POINT (-108.4382 40.61848),-108.4382,40.61848
1393,14,956890,4,Chargers out of range,POINT (-103.56456 37.0449),-103.56456,37.0449
1394,14,956896,4,Chargers out of range,POINT (-102.95391 38.79919),-102.95391,38.79919
1395,14,956902,4,Chargers out of range,POINT (-108.67089 40.58874),-108.67089,40.58874
1396,14,956904,4,Chargers out of range,POINT (-103.35775 37.08648),-103.35775,37.08648
1397,14,956914,4,Chargers out of range,POINT (-108.63175 40.79613),-108.63175,40.79613
1398,14,956917,4,Chargers out of range,POINT (-102.27689 37.26667),-102.27689,37.26667
1399,14,956930,4,Chargers out of range,POINT (-102.35104 38.83517),-102.35104,38.83517
1400,14,956973,4,Chargers out of range,POINT (-102.95391 38.79919),-102.95391,38.79919
1401,14,956978,4,Chargers out of range,POINT (-102.09007 38.73341),-102.09007,38.73341
1402,14,956979,4,Chargers out of range,POINT (-103.35786 37.08631),-103.35786,37.08631
1403,14,956986,4,Chargers out of range,POINT (-103.58508 37.06367),-103.58508,37.06367
1404,14,957061,4,Chargers out of range,POINT (-102.49997 38.78744),-102.49997,38.78744
1405,14,957068,4,Chargers out of range,POINT (-108.75413 40.72422),-108.75413,40.72422
1406,14,957141,4,Chargers out of range,POINT (-108.60154 40.65941),-108.60154,40.65941
1407,14,957145,4,Chargers out of range,POINT (-103.54824 37.03928),-103.54824,37.03928
1408,14,957240,4,Chargers out of range,POINT (-108.68306 40.57497),-108.68306,40.57497
1409,14,957241,4,Chargers out of range,POINT (-102.27689 37.26564),-102.27689,37.26564
1410,14,957250,4,Chargers out of range,POINT (-102.94882 38.79696),-102.94882,38.79696
1411,14,957254,4,Chargers out of range,POINT (-108.54976 40.84523),-108.54976,40.84523
1412,14,957273,4,Chargers out of range,POINT (-108.70263 40.56263),-108.70263,40.56263
1413,14,957279,4,Chargers out of range,POINT (-103.12724 38.75529),-103.12724,38.75529
1414,14,957312,4,Chargers out of range,POINT (-103.36165 37.07568),-103.36165,37.07568
1415,14,957348,4,Chargers out of range,POINT (-106.53454 40.98175),-106.53454,40.98175
1416,14,957463,4,Chargers out of range,POINT (-108.434 40.87992),-108.434,40.87992
1417,14,957468,4,Chargers out of range,POINT (-108.68297 40.57563),-108.68297,40.57563
1418,14,957508,4,Chargers out of range,POINT (-102.25267 39.67365),-102.25267,39.67365
1419,14,957535,4,Chargers out of range,POINT (-106.54141 40.98517),-106.54141,40.98517
1420,14,957603,4,Chargers out of range,POINT (-102.932 37.27927),-102.932,37.27927
1421,14,957608,4,Chargers out of range,POINT (-108.74123 40.78007),-108.74123,40.78007
1422,14,957687,4,Chargers out of range,POINT (-105.83333 40.81779),-105.83333,40.81779
1423,14,957749,4,Chargers out of range,POINT (-103.9729 38.83973),-103.9729,38.83973
1424,14,957789,4,Chargers out of range,POINT (-106.40132 40.86286),-106.40132,40.86286
1425,14,957822,4,Chargers out of range,POINT (-102.95391 38.79919),-102.95391,38.79919
1426,14,957825,4,Chargers out of range,POINT (-108.81992 40.75516),-108.81992,40.75516
1427,14,957920,4,Chargers out of range,POINT (-104.21251 38.83937),-104.21251,38.83937
1428,14,957954,4,Chargers out of range,POINT (-108.74072 40.78092),-108.74072,40.78092
1429,14,958022,4,Chargers out of range,POINT (-103.11982 37.27918),-103.11982,37.27918
1430,14,958026,4,Chargers out of range,POINT (-104.25949 38.87527),-104.25949,38.87527
1431,14,958029,4,Chargers out of range,POINT (-108.75041 40.71323),-108.75041,40.71323
1432,14,958093,4,Chargers out of range,POINT (-108.81805 40.75443),-108.81805,40.75443
1433,14,958110,4,Chargers out of range,POINT (-108.90128 40.90685),-108.90128,40.90685
1434,14,958158,4,Chargers out of range,POINT (-108.57456 40.78273),-108.57456,40.78273
